baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	expressionko	expressionwt	ensembl	description	gene_biotype	entrezgene_id
FBgn0037873	1064.43435718022	1.18225627355665	0.235367278784785	24.6129682051167	7.0078543727165e-07	1.16017461510038e-05	124.812650410788	79.9155134263163	FBgn0037873	Succinate dehydrogenase, subunit C	protein_coding	41340
FBgn0000592	94.0304463143906	2.80766636768191	0.538815482055778	24.5400108282967	7.27826802864808e-07	1.19819845307445e-05	5.7155146935199	0.748294640783703	FBgn0000592	Esterase 6	protein_coding	39392
FBgn0001092	26270.812230199	1.17504864985457	0.234041570897905	24.5416328551493	7.27214379412297e-07	1.19819845307445e-05	1088.10919354353	799.424924489748	FBgn0001092	Glyceraldehyde 3 phosphate dehydrogenase 2	protein_coding	32545
FBgn0034245	311.636840220627	1.26879640755155	0.253221085652854	24.5037383694395	7.41657984481821e-07	1.21869460988223e-05	212.893641990148	112.489621220227	FBgn0034245	Ubiquinol-cytochrome c reductase 6.4 kDa subunit	protein_coding	36991
FBgn0023535	583.504622219652	1.8629696180913	0.365743466212885	24.4195481197504	7.74785247583595e-07	1.26840538491236e-05	26.9857031896046	13.485282341323	FBgn0023535	arginase	protein_coding	46717
FBgn0035290	467.471127566104	-1.06689063136538	0.214037583282957	24.4121591867305	7.77762535612166e-07	1.26998979506577e-05	5.14284572118227	16.0006004368591	FBgn0035290	debris buster	protein_coding	38252
FBgn0085313	159.236921080928	1.15376698419866	0.232534643586066	24.3019424145274	8.23559718890561e-07	1.34079168994286e-05	30.5681667763258	19.970679949254	FBgn0085313		protein_coding	5740234
FBgn0041789	10310.149714197	1.40948358185535	0.281510191177969	24.1352006123388	8.98036536373677e-07	1.45666808767671e-05	445.736297241675	234.364974267766	FBgn0041789	Paxillin	protein_coding	35215
FBgn0283427	23787.3658476411	1.77709397815004	0.351184660863246	24.1369621389372	8.97215462132647e-07	1.45666808767671e-05	210.382051504531	67.0563791835258	FBgn0283427	Fatty acid synthase 1	protein_coding	33524
FBgn0051463	387.994316150158	1.26456423485521	0.254855548741998	24.0007055375279	9.63004060428679e-07	1.5534822356897e-05	20.1700886171165	12.8607744753629	FBgn0051463		protein_coding	40978
FBgn0035189	1661.70978276674	1.4608107564378	0.292371101618004	23.9938316022065	9.66448306515121e-07	1.5541684670408e-05	92.2998522555995	47.4284625619973	FBgn0035189		protein_coding	38124
FBgn0040931	234.056868128659	1.03089493541637	0.209290979495934	23.9928283051627	9.66952049416817e-07	1.5541684670408e-05	74.5539348074556	58.3218824995413	FBgn0040931		protein_coding	50405
FBgn0051343	9190.74825204789	1.90522341529686	0.376622110211887	23.9285995986706	9.99754535216941e-07	1.60396982159169e-05	212.094024982139	83.8057339338281	FBgn0051343		protein_coding	326133
FBgn0051410	426.224585615474	1.40008031775648	0.281966165569845	23.8591601828232	1.03647485428852e-06	1.65986463053393e-05	58.0697949306978	30.4357862772233	FBgn0051410	Niemann-Pick type C-2e	protein_coding	326136
FBgn0038613	1018.52746590235	1.41663471640604	0.285744299975633	23.7004089662992	1.12558614969125e-06	1.79930655523108e-05	24.9688220469179	10.4764564675504	FBgn0038613	Vacuolar H[+] ATPase 100kD subunit 4	protein_coding	42214
FBgn0025620	3211.81582784995	1.37911727449049	0.278405919890273	23.6745301969321	1.14082418543984e-06	1.81708169897493e-05	142.729299620087	70.9633433071715	FBgn0025620		protein_coding	31025
FBgn0034479	223.995319420726	1.43285697758962	0.290333571007822	23.6507572572831	1.15500451449362e-06	1.83635312358408e-05	5.58811002674059	3.47255203847391	FBgn0034479		protein_coding	37275
FBgn0037782	1419.69315403754	1.46524049038967	0.296135734040754	23.5314798457745	1.22886597037678e-06	1.95027218032459e-05	190.635258121054	116.26680986178	FBgn0037782	Niemann-Pick type C-2d	protein_coding	41232
FBgn0051288	160.083047689225	1.68600799686805	0.340891310891825	23.526999819965	1.23173065766654e-06	1.95130903469471e-05	8.62158256834417	3.15558157463792	FBgn0051288		protein_coding	318664
FBgn0010294	186.951930372944	2.79074046550638	0.543537196978972	23.444000193285	1.28603177405706e-06	2.03004371632907e-05	26.7220470738784	9.65764683564266	FBgn0010294	new glue 2	protein_coding	31298
FBgn0020765	26.0928777433946	3.68650627320798	0.74399179500768	23.3235047459858	1.36916563079125e-06	2.15741384394678e-05	4.68128503213144	0.474493036131446	FBgn0020765	Adult cuticle protein 65Aa	protein_coding	38710
FBgn0050479	444.04941045005	1.41043939042262	0.28776130286567	23.2418860545201	1.42851865996831e-06	2.24292680703922e-05	19.8321326931688	8.59168423899233	FBgn0050479		protein_coding	36631
FBgn0033574	85.0155216815744	-1.87649146525401	0.384112732902205	23.222216511047	1.44320408904061e-06	2.26195965927075e-05	1.14565730767891	7.02631204732357	FBgn0033574	Serpin 47C	protein_coding	36163
FBgn0284248	1432.31096358487	1.90431651941022	0.382558852542872	23.2052657571494	1.45598106552319e-06	2.27793917059869e-05	176.001682513768	72.399754393856	FBgn0284248	Cytochrome c proximal	protein_coding	34996
FBgn0036422	17839.0038243868	1.39471436450818	0.284235251984112	23.1973244719117	1.46200593770843e-06	2.28331688395384e-05	1142.08831126302	491.02765908244	FBgn0036422		protein_coding	39580
FBgn0036622	1457.13883178139	1.85155070127307	0.372922736531314	23.1620353207385	1.48908291473823e-06	2.32149604940816e-05	71.2234045075749	36.3173252744981	FBgn0036622	1-Acylglycerol-3-phosphate O-acyltransferase 4	protein_coding	39819
FBgn0262570	346.295140611937	1.37775804774306	0.282530407792216	23.0609702901816	1.56944446030939e-06	2.44246524122928e-05	8.74611327189165	5.5289898873442	FBgn0262570		protein_coding	12798330
FBgn0022359	2384.82346106646	1.49226237750214	0.304417287152131	23.0488563132188	1.579364307312e-06	2.45357581826075e-05	125.277589887595	69.4009867962244	FBgn0022359	Sorbitol dehydrogenase-2	protein_coding	41313
FBgn0038774	4161.07087932265	1.33902217401992	0.274495872211238	22.9983748097116	1.62138406888812e-06	2.514427596462e-05	418.111919053131	244.461755467515	FBgn0038774		protein_coding	42400
FBgn0031974	128.802224366654	1.6409255713611	0.336737768090111	22.9439739786826	1.66792247329756e-06	2.57303285041568e-05	9.17768450330427	4.72417546308548	FBgn0031974		protein_coding	34092
FBgn0034204	3238.78434222904	2.27470428199184	0.454642872936101	22.8190637868933	1.77991369380632e-06	2.74100496232932e-05	287.259488721193	98.2837763591501	FBgn0034204		protein_coding	36941
FBgn0050016	75.7348910049518	1.72600884756419	0.357532492012679	22.7091802812576	1.88465321017951e-06	2.88218022991751e-05	25.3847381753176	9.56788292923063	FBgn0050016		protein_coding	246393
FBgn0043471	416.773548767905	1.32322514064112	0.273855224636975	22.6913058985795	1.90226616774235e-06	2.90408246784749e-05	37.6746888966993	19.7639550699077	FBgn0043471	kappaTry	protein_coding	36215
FBgn0025839	802.500926061884	1.12261019793923	0.233271975964573	22.662460671347	1.9310384178788e-06	2.94291588935449e-05	141.721559292341	93.8357470309766	FBgn0025839	NADH dehydrogenase (ubiquinone) B14.5 A subunit	protein_coding	31190
FBgn0038291	1502.32950931343	1.22815166141082	0.25487412831741	22.580292562973	2.01541418674053e-06	3.06093197655739e-05	62.7241598711742	33.4769418602489	FBgn0038291		protein_coding	41821
FBgn0034293	73.715685327753	1.50374904915378	0.314448940815553	22.5535244955073	2.04369244612003e-06	3.09854676023421e-05	6.29582315548684	3.63027897222202	FBgn0034293		protein_coding	37056
FBgn0035495	653.567494646632	1.10601124887878	0.230673983279882	22.5061943552174	2.09467045833094e-06	3.16496098019046e-05	38.5241152466973	24.4865412320765	FBgn0035495		protein_coding	38485
FBgn0051865	54.8868434933865	-3.2558867916354	0.656701222320863	22.2703409516389	2.36836555744689e-06	3.55415946920261e-05	0.31463910469824	6.92241921453142	FBgn0051865	transcriptional Adaptor 1-1	protein_coding	318991
FBgn0000120	58.5990211039143	1.66213854199293	0.349999242468688	22.2126965319954	2.44054560487299e-06	3.65006346057615e-05	2.99556789677086	1.28525670526669	FBgn0000120	Arrestin 1	protein_coding	35078
FBgn0039519	43.0723808072468	3.43938191922161	0.693724392864853	22.2058663263727	2.44924306879403e-06	3.656873238416e-05	2.02539913921898	0.132147133631083	FBgn0039519	Cytochrome P450 6a18	protein_coding	43304
FBgn0004797	404.015625153114	1.0092463896591	0.212812733342847	22.159745091869	2.50879258595268e-06	3.73945705717001e-05	11.121806381489	7.14386679143238	FBgn0004797	midway	protein_coding	44887
FBgn0259230	292.879971996475	8.60823013442809	1.42862337243045	22.1468258045465	2.52573228014309e-06	3.75835778077278e-05	30.2844132477293	0	FBgn0259230	lectin-22C	protein_coding	7354375
FBgn0053002	286.866102670913	2.0886395387125	0.429206441917364	22.055255688011	2.6491333849901e-06	3.92213976328064e-05	51.7022751207391	19.9006639353101	FBgn0053002	mitochondrial ribosomal protein L27	protein_coding	318825
FBgn0015038	135.391179154731	2.11520002607198	0.438066100587918	21.86180027805	2.93009133926973e-06	4.30918766295268e-05	5.2741523833622	1.84105100870643	FBgn0015038	Cytochrome P450 9b1	protein_coding	35634
FBgn0032085	111.304456212517	2.07489406267282	0.431164872327983	21.8529316558237	2.94366512489868e-06	4.32194693213077e-05	7.31954209058768	2.39193256327789	FBgn0032085		protein_coding	34223
FBgn0039156	1439.89853766446	1.2986358516184	0.273889076589918	21.7898410008222	3.04206620574587e-06	4.45900202649527e-05	43.674213909516	25.0911346575603	FBgn0039156		protein_coding	42867
FBgn0031737	4089.34694338455	1.14352376688393	0.243011070402425	21.5951134559664	3.36708594220159e-06	4.902832731681e-05	286.668450499491	177.824020037832	FBgn0031737	obstructor-E	protein_coding	33806
FBgn0053178	237.317509577608	1.3448307103298	0.285987710618709	21.523453934809	3.49527571207955e-06	5.05651843231246e-05	36.3592182666347	22.8180043377908	FBgn0053178		protein_coding	318913
FBgn0265835	11.3665345484817	7.17114680405878	1.54256179318658	21.5233016317178	3.49555331336197e-06	5.05651843231246e-05	7.45111920855401	0	FBgn0265835		protein_coding	19835525
FBgn0287695	466.554346494237	1.41966760823206	0.301088303392578	21.4736528694238	3.58723696109375e-06	5.17218610207373e-05	29.9394409462103	16.6159794582324	FBgn0287695	Kynurenine formamidase	protein_coding	33907
FBgn0052407	219.328782913522	1.63843365148157	0.346826618897945	21.4285605555854	3.67259594038518e-06	5.28662097519719e-05	17.631964211798	8.16039696552724	FBgn0052407		protein_coding	38667
FBgn0034877	2139.96446373549	1.25652851395638	0.267664912686161	21.3967209611737	3.73409261886506e-06	5.36638978320282e-05	385.176940236248	261.975569793632	FBgn0034877	levy	protein_coding	37728
FBgn0037126	242.005876567397	-1.62706349347266	0.345087369026386	21.3730051951103	3.78056904982449e-06	5.42434817815468e-05	8.40636295254574	36.1644580908155	FBgn0037126		protein_coding	40420
FBgn0036394	569.403723961244	2.21624453272462	0.460109067350961	21.3131235306799	3.90052059611063e-06	5.56928701295796e-05	57.570863370454	23.5835472354954	FBgn0036394		protein_coding	39546
FBgn0037646	105.724637390974	1.55563090696411	0.332759853949155	21.2531357213726	4.02451450828302e-06	5.73704620696113e-05	5.99617539512156	3.31440502297157	FBgn0037646	Carbonic anhydrase beta	protein_coding	41070
FBgn0259749	2436.86366351044	1.01466427046308	0.218223439091552	21.2004776476268	4.13661409349719e-06	5.87785551707234e-05	67.6549624741582	51.9201955540781	FBgn0259749	mummy	protein_coding	33903
FBgn0051673	394.273139277182	1.01914794311804	0.220427622692898	21.0356283205585	4.50821671341184e-06	6.37508081396571e-05	22.0969584441129	16.2710153304713	FBgn0051673		protein_coding	35348
FBgn0033524	71.17438837498	1.80977618554	0.389069243321354	20.9792215276223	4.64291639343792e-06	6.53414581430562e-05	2.29112664836906	0.724464165566927	FBgn0033524	Cytochrome P450 49a1	protein_coding	36105
FBgn0036997	53.6981197504248	1.4683197167586	0.320192359258123	20.9590227538123	4.6921271410984e-06	6.59288692564527e-05	2.67863036915851	1.40148507921237	FBgn0036997		protein_coding	40268
FBgn0033848	163.07393247068	-1.32224603208335	0.287180852847923	20.8391190197742	4.99521979551098e-06	6.99647928183951e-05	1.78976592116571	6.73760847527862	FBgn0033848		protein_coding	36501
FBgn0033873	130.951622455259	1.14861804774195	0.250346135679881	20.8252963053676	5.03140077245476e-06	7.03598738766099e-05	6.68713864265524	4.92868377738375	FBgn0033873		protein_coding	36530
FBgn0034759	138.193744562182	1.55056473803907	0.334244324481077	20.7975367166758	5.10485798458303e-06	7.12080196014267e-05	13.840714758254	8.15069420189843	FBgn0034759		protein_coding	37597
FBgn0053093	27.4020530484761	-2.5703875946327	0.564043181455853	20.7932635918182	5.11626070119045e-06	7.12080196014267e-05	0.290497365044896	3.18805056897918	FBgn0053093		protein_coding	42654
FBgn0085224	41.8151685958683	1.72011782533179	0.376072873314696	20.7938295617909	5.11474895840607e-06	7.12080196014267e-05	2.40220874859061	1.06442152175161	FBgn0085224		protein_coding	37018
FBgn0037144	193.511793027013	1.25917705501276	0.273485165716551	20.7610189968806	5.20313281256656e-06	7.20760501382846e-05	5.25981683390922	2.96806033897668	FBgn0037144		protein_coding	40441
FBgn0038405	177.672476489434	1.08468545968849	0.237082155826391	20.6778350713712	5.43414172474242e-06	7.51580980864062e-05	8.71252407555919	5.29796890722095	FBgn0038405		protein_coding	41964
FBgn0039748	72.687408057917	1.90988564401561	0.412816985667202	20.5792500646953	5.72128860304081e-06	7.90057130410518e-05	4.19197173596326	1.87469956504644	FBgn0039748		protein_coding	43584
FBgn0263830	283.074717927967	1.00509151307492	0.220059847506425	20.5721625665853	5.74250971025628e-06	7.91748526301585e-05	20.8164260609935	14.915095772253	FBgn0263830		protein_coding	3355162
FBgn0261584	112.389536461272	1.57801605034965	0.343310661689512	20.4950764627218	5.97848377505723e-06	8.219474526198e-05	4.77552325876458	1.90258040113495	FBgn0261584		protein_coding	10178792
FBgn0263235	361.378072453473	1.25367318224769	0.273517436537435	20.471070311196	6.05393999699423e-06	8.30792636601509e-05	28.6349222929875	17.815423709094	FBgn0263235	Phaedra 2	protein_coding	34638
FBgn0000406	1722.16217621838	1.18820981695552	0.259756237869667	20.3788604050362	6.35277028613407e-06	8.62223947909749e-05	79.1181573121222	47.0196793802229	FBgn0000406	Cytochrome b5-related	protein_coding	35008
FBgn0001098	12502.3094528838	1.06129006831684	0.232543475422674	20.3778031628986	6.35628105064061e-06	8.62223947909749e-05	366.534018728122	238.347374718221	FBgn0001098	Glutamate dehydrogenase	protein_coding	42832
FBgn0002570	1586.17883041022	-1.65330935598154	0.357080154503213	20.3801158113168	6.34860400933299e-06	8.62223947909749e-05	18.243229738147	86.5212739469973	FBgn0002570	Maltase A1	protein_coding	35824
FBgn0034477	66.6341551982564	-2.67064067606638	0.572180758027491	20.3373846160919	6.49196871352153e-06	8.77260825851669e-05	0.265135224733173	2.67191259339151	FBgn0034477		protein_coding	37273
FBgn0263046	175.419739587797	1.27574340062738	0.279963346813031	20.3100775204914	6.58528242410803e-06	8.87153161989759e-05	11.0112428471651	7.59740439803655	FBgn0263046		protein_coding	12798088
FBgn0033659	136.030239113331	1.69726860873304	0.369524665716918	20.2771181844129	6.69970603467811e-06	8.98452979483277e-05	8.65119653748096	4.72360173922528	FBgn0033659	Death associated molecule related to Mch2 caspase	protein_coding	36266
FBgn0085455	273.782372386743	1.3220957043297	0.289820807395032	20.2470261449423	6.80591745683171e-06	9.11311314705356e-05	18.5709242372895	10.0892967387655	FBgn0085455		protein_coding	5740622
FBgn0003067	15516.4934517051	1.46378487523511	0.319365416782542	20.1660815074535	7.10008002031169e-06	9.44963892899402e-05	391.458427207032	182.958284340829	FBgn0003067	Phosphoenolpyruvate carboxykinase 1	protein_coding	37131
FBgn0266488	15516.4934517051	1.46378487523511	0.319365416782542	20.1660815074535	7.10008002031169e-06	9.44963892899402e-05	391.458427207032	182.958284340829	FBgn0266488		protein_coding	19834964
FBgn0032536	105.959975353264	1.39477882157192	0.307774338764454	20.129036317436	7.23893156520795e-06	9.60546347840525e-05	2.144575622833	1.1071367219526	FBgn0032536	Ance-3	protein_coding	34808
FBgn0004783	43.6390951835997	3.21490664845352	0.681905354163339	20.0813159032521	7.42182082888788e-06	9.83335540452052e-05	6.31366528078809	1.05115484509131	FBgn0004783	Ccp84Aa	protein_coding	40825
FBgn0032281	2878.4223054232	2.08766182272936	0.447852724911989	20.0764394744875	7.44076909435649e-06	9.84368013322364e-05	1172.55343242181	346.885375763056	FBgn0032281		protein_coding	34467
FBgn0038181	6418.85908035868	1.42469878489785	0.312967396367758	19.937121681039	8.00312088690674e-06	0.000105088599264978	87.8286941408336	44.548834233787	FBgn0038181		protein_coding	41688
FBgn0035413	44.2599725061898	2.75671604936977	0.595732155081114	19.9160036996343	8.0920103738293e-06	0.000106097919076775	8.66546566741597	2.08435754073375	FBgn0035413		protein_coding	38387
FBgn0024997	256.988275287587	1.40528989833071	0.31060463696525	19.8613602730744	8.32664253359746e-06	0.000108689783604237	6.65470835564918	3.64313256500485	FBgn0024997		protein_coding	31258
FBgn0031857	166.898891714935	2.41072484604937	0.516524860828046	19.8623729501114	8.3222327074536e-06	0.000108689783604237	2.18660497575249	0.599214720570342	FBgn0031857	Linear Ubiquitin E3 ligase	protein_coding	33950
FBgn0003149	28943.9262204404	1.1439374560677	0.253530214136504	19.8475832279202	8.38686994117038e-06	0.000109314239824058	490.939220187221	308.2747627604	FBgn0003149	Paramyosin	protein_coding	39002
FBgn0034647	1016.75742687157	1.15018833795395	0.255584436477028	19.76478839651	8.75813890324685e-06	0.000113817109988587	49.9989301317293	36.0229902761809	FBgn0034647	poor Imd response upon knock-in	protein_coding	37468
FBgn0052405	383.37607727348	3.06419194623185	0.639986813512901	19.7337392807857	8.90158559244628e-06	0.000115341543711815	66.4446768372241	13.0239263582155	FBgn0052405	Cuticular protein 65Av	protein_coding	318014
FBti0019407	117.319222516905	-1.61498103264306	0.358167454141557	19.6987047803499	9.06627933084867e-06	0.00011713155024218	0.576425731170448	3.20079794189897	FBti0019407		transposable_element	NA
FBgn0032068	3887.10048076865	1.34010768778507	0.29755513261294	19.6020628572568	9.536617646884e-06	0.000123027944614188	91.2717422679363	47.7233306172399	FBgn0032068	Lysosomal alpha-mannosidase V	protein_coding	34205
FBgn0031097	2881.2766337521	1.24823880806791	0.277991901389528	19.5721458227534	9.68712659418183e-06	0.00012478716068184	144.093255665715	97.683781194456	FBgn0031097	obstructor-A	protein_coding	33022
FBgn0029690	538.601490111843	1.53811720156086	0.340877965411947	19.5252443069698	9.92789744557772e-06	0.000127702284343699	19.1162342900831	10.1768139181526	FBgn0029690		protein_coding	31352
FBgn0051769	164.721283686789	1.95762518170657	0.432013280297289	19.3556134906159	1.08499825112653e-05	0.000138753979245515	10.4792843817783	3.41291285103163	FBgn0051769		protein_coding	318934
FBgn0034475	72.4786069310719	1.22276159724284	0.277406489658897	19.3373531860249	1.09542342396695e-05	0.000139884461549702	13.6850678292337	8.66988344290977	FBgn0034475	Odorant-binding protein 56h	protein_coding	37271
FBgn0023129	1691.88148355127	1.28877319737603	0.288690887123604	19.316345342276	1.10754171113621e-05	0.000141227573107889	67.5376004237547	42.5665839631835	FBgn0023129	astray	protein_coding	39085
FBgn0034011	553.589281304881	1.48316958477653	0.331135536795449	19.289105453626	1.12345559726543e-05	0.000143050103755702	36.513555797007	17.8301630732776	FBgn0034011		protein_coding	36701
FBgn0036469	213.935934944297	1.62341548424985	0.362300567592563	19.2782978711562	1.12983296409015e-05	0.000143511360740261	47.6349457289832	24.486918997567	FBgn0036469		protein_coding	39636
FBti0019523	208.622672651134	1.90736689615177	0.422039651642255	19.2515933157886	1.14574718301513e-05	0.000145259671593757	2.1310755507011	0.869213960963819	FBti0019523		transposable_element	NA
FBgn0037228	302.060395197076	1.15761985940911	0.261422122422424	19.2036565680813	1.17488128697402e-05	0.000148314055454345	13.2701632173917	9.94114103837329	FBgn0037228		protein_coding	40538
FBgn0039480	172.781671115844	1.23911881277536	0.280974644759805	19.0504551478616	1.27307406181729e-05	0.000159568260248236	7.96651541471094	3.93342899552657	FBgn0039480	Cuticular protein 97Ea	protein_coding	43258
FBgn0040256	270.718517906352	1.29731160311179	0.293987707028439	18.966632553628	1.33024552155563e-05	0.000165558342485288	10.2175390992471	5.77739261488404	FBgn0040256	UDP-glycosyltransferase family 35 member C1	protein_coding	53507
FBgn0037440	1780.12061310227	1.17230749525988	0.265951814196973	18.9339369438831	1.35323848639321e-05	0.000168182766252587	40.2549384414056	29.8336584777642	FBgn0037440	Carnitine O-Acetyl-Transferase	protein_coding	40787
FBgn0004507	24035.3348253146	1.2308435732797	0.279471660474504	18.836731236124	1.42398237627321e-05	0.000175924568465564	404.224021707162	279.923182877933	FBgn0004507	Glycogen phosphorylase	protein_coding	33386
FBgn0028983	3173.47299450123	1.06657142444905	0.243097750318319	18.8347003054211	1.42549939316499e-05	0.000175924568465564	174.091791579213	109.378863352345	FBgn0028983	Serpin 55B	protein_coding	49803
FBgn0050082	32.5648960908139	2.15813729820918	0.491768658810113	18.8146116113449	1.44059248376066e-05	0.000177291326034925	3.12238376402383	1.00458333814886	FBgn0050082		protein_coding	246443
FBgn0058198	69.9116643125291	3.73658157024793	0.793100934222396	18.7932525729904	1.45681610327211e-05	0.00017903823531021	6.49926998419673	0.828319088215523	FBgn0058198		protein_coding	3354922
FBgn0050272	258.220153075003	1.53952777804986	0.349622210730594	18.6642741152516	1.55875908730509e-05	0.000190769628105134	11.2438674346581	4.21689769413647	FBgn0050272	Major Facilitator Superfamily Transporter 1	protein_coding	246519
FBgn0033079	239.960450717271	2.38462636226047	0.52767193288329	18.6120000992316	1.60208906117233e-05	0.000195260136405865	12.9187062873294	2.78012792293279	FBgn0033079	Flavin-containing monooxygenase 2	protein_coding	35561
FBgn0031861	48.3789904603602	-2.3551809901518	0.535229003948207	18.6065429552438	1.60668166490505e-05	0.000195549779463754	0.509265622305875	4.47657863281037	FBgn0031861		protein_coding	33956
FBgn0025700	2072.78379281575	1.03711705091373	0.238399493163528	18.548165322489	1.65664605970735e-05	0.000201353234584816	170.822546197287	106.212099474209	FBgn0025700		protein_coding	34314
FBgn0053302	120.57176859077	2.76453611358332	0.60750401140883	18.5314088286987	1.67127384751348e-05	0.000202851725315804	4.91698347499361	1.72601665900748	FBgn0053302	Cuticular protein 31A	protein_coding	2768918
FBgn0032131	188.937977485227	1.24331773050736	0.286611035507971	18.4322407761477	1.76053898040126e-05	0.000212808163877544	6.37356699816781	3.34657612752713	FBgn0032131		protein_coding	34278
FBgn0052196	68.0103627974937	1.31811910554484	0.305887432900198	18.4267525353884	1.76561674174439e-05	0.000213129988086902	7.02855111557679	3.86740244343474	FBgn0052196		protein_coding	317908
FBgn0039800	3841.77508703934	1.3688860866836	0.313507765414298	18.396832741336	1.79355859330968e-05	0.000216207117860172	594.018510334902	325.888120924644	FBgn0039800	Niemann-Pick type C-2g	protein_coding	43648
FBgn0034819	3153.86682038433	-1.46156764929531	0.333990320248672	18.3927583921063	1.79739780282446e-05	0.000216374327586944	430.436370956341	1647.90064348921	FBgn0034819		protein_coding	37666
FBgn0040968	161.490035729961	1.01742882367808	0.236192113172681	18.3728823673991	1.81624543480039e-05	0.000218345363987447	14.5592152114191	9.78236176361126	FBgn0040968		protein_coding	50442
FBgn0260388	809.482230775523	1.37944205559805	0.316969159403985	18.2922957153269	1.89471892958183e-05	0.000227160323840082	25.2440402439586	13.2384505375388	FBgn0260388		protein_coding	8674108
FBgn0262509	596.718175651893	1.02953913150548	0.238707760191998	18.2673271764617	1.91971719484629e-05	0.00022984510891891	8.43980031947562	4.89311403078017	FBgn0262509	neuromusculin	protein_coding	40515
FBgn0030832	115.671045534255	2.01043775864071	0.457207572499018	18.2510609492987	1.93618075757665e-05	0.000231502154537349	15.0592448356035	3.53791236228976	FBgn0030832		protein_coding	32714
FBgn0015569	230.023954684291	1.03717916094091	0.241192377250739	18.2477154263691	1.93958441376579e-05	0.000231595302666702	6.52109987101251	4.85186893109685	FBgn0015569	alpha-Esterase-10	protein_coding	40896
FBgn0010612	1692.73729216409	1.20661085987906	0.278973437139623	18.2056111136898	1.98293773705454e-05	0.000236451926915801	394.501433344039	262.1507985727	FBgn0010612	ATP synthase, subunit G	protein_coding	46069
FBgn0038986	49.6532185118265	3.47059048651212	0.761922882646298	18.1731102721968	2.01706738528914e-05	0.000240197066232002	2.15647279808464	0.304043308566714	FBgn0038986	stuck in traffic	protein_coding	42658
FBgn0035679	1452.58392283068	1.25973642433438	0.291268344592105	18.1574451019443	2.03372778728028e-05	0.000241204489179586	53.6356886513959	35.0970789470319	FBgn0035679		protein_coding	38697
FBgn0044419	314.908980278806	1.28155729878874	0.296674046609441	18.157867963354	2.03327625042571e-05	0.000241204489179586	19.6402795002346	9.01325824651827	FBgn0044419	Pmi	protein_coding	3772100
FBgn0033961	417.12945230771	1.33447464928529	0.309708739446763	18.0190376479526	2.18706822562576e-05	0.000257659412856097	93.3010729803755	48.3208125925152	FBgn0033961	NADH dehydrogenase (ubiquinone) B15 subunit	protein_coding	36640
FBgn0037503	134.1041736805	1.18717585882651	0.277443355154727	18.0123501885033	2.19476462735604e-05	0.000258221374290529	6.9028606303536	4.81100746253276	FBgn0037503		protein_coding	40893
FBgn0039756	639.118885845557	1.64285806171045	0.377949270864696	17.9991687949383	2.21001447680994e-05	0.000259669344119453	30.6901468279237	11.5686426799565	FBgn0039756		protein_coding	43593
FBgn0037850	74.4203054625103	1.52022648174048	0.355082877832208	17.9625800904749	2.25290498626081e-05	0.000264005758283737	3.62961722201676	2.23767667831082	FBgn0037850		protein_coding	41314
FBgn0053170	111.409154699426	1.2783552025563	0.299318078984284	17.9647985288363	2.25028080325436e-05	0.000264005758283737	32.3008637422356	21.4959284756066	FBgn0053170		protein_coding	326267
FBgn0053499	581.725381607337	1.82275513806258	0.41777870898137	17.9463415540648	2.27220734896178e-05	0.000265914557655686	16.3635318960011	5.84788982992174	FBgn0053499	Sperm-specific dynein intermediate chain 4	protein_coding	2768886
FBgn0030261	307.541490740546	1.22723099191367	0.286404252647154	17.9135362877251	2.31171060728566e-05	0.00027017926355879	38.5056839889581	28.4897851861091	FBgn0030261		protein_coding	32038
FBgn0087002	38552.9918287824	1.17903659418017	0.275499758123887	17.8278221082378	2.41821335067774e-05	0.000282252838708735	211.750930946712	115.913612322034	FBgn0087002	apolipophorin	protein_coding	43827
FBgn0003074	11451.4477567525	1.14778192068552	0.268529056672896	17.809431528633	2.44169910056675e-05	0.00028446696539825	264.952260107316	182.278668707555	FBgn0003074	Phosphoglucose isomerase	protein_coding	35886
FBgn0036138	18.3191484532238	5.38923171479398	1.27027519331365	17.7854508861971	2.47266828441692e-05	0.000287468049297693	4.83871070293731	0.177664432426002	FBgn0036138		protein_coding	39256
FBgn0035880	210.179111841086	2.66627153491037	0.597534384292155	17.773978959149	2.48762267341269e-05	0.000288826085134126	2.20810223513664	1.10160754541867	FBgn0035880	CUB and LDLa domain	protein_coding	38946
FBgn0041150	301.811629890364	1.03724795630531	0.244737349927545	17.6673235133589	2.6310792614791e-05	0.000303882767058791	4.6352203235117	3.1167814372733	FBgn0041150	hoepel1	protein_coding	249663
FBgn0037819	1076.29489471849	1.41258161254673	0.330817537563764	17.5701692262737	2.76898118684641e-05	0.000318559191561052	57.0153887122541	31.4626673440567	FBgn0037819	Phytanoyl-CoA dioxygenase domain containing 1	protein_coding	41275
FBgn0002869	83.9624360702046	1.8993096155641	0.444903426340574	17.4295732612213	2.98150972512188e-05	0.000339468926638393	61.6709809936099	17.1900363430454	FBgn0002869	Metallothionein B	protein_coding	42424
FBgn0030984	114.153159552583	1.03447462056288	0.2470401062355	17.3981884458987	3.03114731532432e-05	0.00034467582358791	5.15730052805607	3.43648792394759	FBgn0030984	twiggy	protein_coding	32896
