baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	expressionh2M8	expressionko	ensembl	description	gene_biotype	entrezgene_id
FBgn0261847	54.8830905475621	6.63126372433853	0.685421316774267	105.446523901871	9.74937859581602e-25	3.93679907699051e-22	48.9675225353976	0.54233155721055	FBgn0261847		protein_coding	10178912
FBgn0013772	578.236568057023	7.14065772949696	0.596226776928401	102.900193257633	3.5246524835012e-24	1.35548064079789e-21	20.2919916719862	0.223735981810968	FBgn0013772	Cytochrome P450 6a8	protein_coding	36666
FBti0019588	92.9575674126134	6.28622542807445	0.689735078283397	102.353624378241	4.64448107948695e-24	1.70494678172439e-21	3.31288392040658	0.0507994147329676	FBti0019588		transposable_element	NA
FBgn0052379	86.9405811187373	-7.04961812443673	0.846860811713075	101.522746334179	7.06475118643818e-24	2.48064915572499e-21	0.0557684614887051	6.59284007719302	FBgn0052379		protein_coding	326211
FBgn0053497	104.658110374385	10.1264431852428	1.29913259866129	95.1418222614552	1.77222790962965e-22	5.87502054521451e-20	6.98633700278893	0	FBgn0053497	Sperm-specific dynein intermediate chain 2	protein_coding	2768883
FBti0018869	478.70156100357	-4.45549688016254	0.407893408623834	95.0906175780176	1.81866658779548e-22	5.87502054521451e-20	0.29998046714302	6.92700588964258	FBti0018869		transposable_element	NA
FBgn0033297	1922.12335560789	-4.29198247665978	0.387509983250751	94.8729607806939	2.03003863116571e-22	6.30561230203626e-20	5.87885428573893	94.9913910354322	FBgn0033297	Maltase A8	protein_coding	35830
FBgn0037930	274.273299599855	3.91572300088216	0.374627766174363	93.6183376592175	3.8262618833277e-22	1.14447744332424e-19	51.1604016592247	3.99396325767247	FBgn0037930		protein_coding	41403
FBti0019666	43.299904004888	-8.90470433176313	1.27195573014376	87.4549764358892	8.62203098095943e-21	2.48684007865101e-18	0	4.68161354294087	FBti0019666		transposable_element	NA
FBgn0260475	95.1661932157381	7.52652137467289	0.978658269889752	83.3787136701022	6.77475808434139e-20	1.88665332031521e-17	6.90370671588537	0	FBgn0260475		protein_coding	246425
FBgn0031649	195.146486173198	-4.00583240495325	0.41526739151711	80.3273212498166	3.17252049656817e-19	8.54042517676151e-17	0.484697453422216	5.51032381085141	FBgn0031649	hoepel2	protein_coding	33700
FBti0019469	2174.89259736887	-7.0665814500973	0.620577380868921	79.5691353319995	4.65643105914537e-19	1.21307539463413e-16	0.120456760641358	37.00848886375	FBti0019469		transposable_element	NA
FBgn0032049	766.108391157989	4.89235658604291	0.488896084196262	74.7547795755457	5.32965895369219e-18	1.34507267843807e-15	81.9181803625041	1.71643445575232	FBgn0032049	beta-site APP-cleaving enzyme	protein_coding	34182
FBgn0033296	214.317752115271	-5.21054714781351	0.543071881501559	73.8456942131875	8.44684566048632e-18	2.06717350163902e-15	0.231613582426175	11.3118473394217	FBgn0033296	Maltase A7	protein_coding	35829
FBgn0063495	174.344904152225	3.86820065085563	0.424599503300155	72.6548715840372	1.5442521850016e-17	3.66805313119792e-15	29.9530232548194	2.04274368141402	FBgn0063495	Glutathione S transferase E5	protein_coding	37110
FBgn0028945	96.5213572896587	-5.09819905000278	0.594779171956981	67.4241204119205	2.18953784394697e-16	5.05220217934734e-14	0.387319621435601	15.5627207431472	FBgn0028945		protein_coding	34919
FBgn0052820	134.595022886371	5.76268428476841	0.659102523938211	66.5169578470961	3.46896434423556e-16	7.78204334556843e-14	4.05241735848003	0.102999648844988	FBgn0052820		protein_coding	318228
FBti0062820	64.0753707291482	9.42156720122524	1.34623796286249	64.3157227118432	1.05996497699306e-15	2.31358842005296e-13	3.37820625398472	0	FBti0062820		transposable_element	NA
FBgn0052819	132.555262686028	5.74619002510402	0.668318538381844	63.8492104789093	1.34316168735605e-15	2.85457204923353e-13	3.84337245669719	0.102999648844988	FBgn0052819		protein_coding	318227
FBgn0034761	366.702620132837	2.87639747900197	0.34343980891542	62.608108811167	2.52212908657681e-15	5.22274730851136e-13	81.5832192917723	9.63252602235714	FBgn0034761		protein_coding	37599
FBgn0263111	233.920319352153	-2.95542196244543	0.359038233670561	60.7435192938674	6.5016806256486e-15	1.31268931831845e-12	0.307812649359374	2.210343712111	FBgn0263111	cacophony	protein_coding	32158
FBgn0015568	2220.3413507868	2.27539845980925	0.279351428997474	60.6261119431644	6.90124754041987e-15	1.35937744235197e-12	92.698792660431	16.9742257843671	FBgn0015568	alpha-Esterase-1	protein_coding	40909
FBgn0010357	28163.4848744481	-3.81238682295219	0.440350867049043	59.8673646529104	1.01470130370214e-14	1.95112564969012e-12	288.724635446798	3831.37566237121	FBgn0010357	betaTrypsin	protein_coding	47901
FBgn0028864	154.376447864594	-3.50959817614006	0.431646621160676	58.1646611556355	2.41070871892611e-14	4.42474627591983e-12	0.947729847005291	11.2262357831943	FBgn0028864		protein_coding	34922
FBgn0051780	154.376447864594	-3.50959817614006	0.431646621160676	58.1646611556355	2.41070871892611e-14	4.42474627591983e-12	0.947729847005291	11.2262357831943	FBgn0051780		protein_coding	318937
FBgn0053508	40.0810518624453	-4.9438221492986	0.700553932997527	56.8947039270177	4.59782401934981e-14	8.25156150672646e-12	0.0626671169644437	2.73395453717324	FBgn0053508	pickpocket 13	protein_coding	3346226
FBgn0034011	413.055442266428	-2.6900713302867	0.33860562431748	56.6809484224559	5.12577564571948e-14	8.99907915539795e-12	5.84304484025169	36.513555797007	FBgn0034011		protein_coding	36701
FBgn0038242	306.848736881733	3.81510635988721	0.468106647417394	55.1680231031306	1.10654359100585e-13	1.90137149807729e-11	78.1361197539425	4.68835560393523	FBgn0038242		protein_coding	41765
FBgn0004429	97.7227261503271	-3.92403130023421	0.502340005850687	54.4685302854579	1.57957192163287e-13	2.6576297581473e-11	1.91602842917337	19.0598230941145	FBgn0004429	Lysozyme P	protein_coding	38129
FBgn0050489	823.331100301959	-2.89433023616986	0.368356924145121	54.0539200541969	1.95062562483734e-13	3.2149494992217e-11	5.9241800828814	40.8142111215276	FBgn0050489	Cytochrome P450 12d1 proximal	protein_coding	246648
FBgn0085693	34.8999916224997	7.57081346495875	1.32029241712432	53.9989478258763	2.00596998598776e-13	3.24004272136743e-11	6.66791519483136	0	FBgn0085693		protein_coding	5740411
FBgn0004171	385.455869835054	3.76865211616406	0.482735732229799	50.3828064168782	1.26497654890809e-12	1.96460588634265e-10	33.0165687477883	2.52177316693506	FBgn0004171	Male-specific RNA 98Cb	protein_coding	43367
FBgn0085244	89.0410572166476	3.31985371015174	0.45060675177915	50.4193933471826	1.24161172271367e-12	1.96460588634265e-10	31.6742898983356	3.0104487002429	FBgn0085244		protein_coding	5740170
FBgn0038132	85.51322437872	5.25657299076948	0.709434529310279	49.2077999895383	2.30233401582366e-12	3.50823575694186e-10	9.8846942318177	0.152794918140508	FBgn0038132	apnoia	protein_coding	41631
FBgn0052521	1574.81717404218	2.18451133984912	0.298927525244029	49.146380374745	2.37556317879219e-12	3.55278670961588e-10	83.4892545563178	14.6591796493467	FBgn0052521	Membrane-bound Notch regulator	protein_coding	33098
FBti0019193	672.190181538073	4.74386958632292	0.590037086967663	48.4592401175138	3.37225620981426e-12	4.95169839099272e-10	6.81832589631876	0.405191880595648	FBti0019193		transposable_element	NA
FBgn0034440	3646.50090347474	-5.20029330417287	0.633616673620856	47.3809920244707	5.8446695759576e-12	8.42884848132743e-10	2.18119120029251	110.850350460917	FBgn0034440		protein_coding	37225
FBgn0263743	25.2938101921294	-7.16789483929096	1.32612245213803	47.3179789184278	6.03560738551628e-12	8.55150267463674e-10	0	4.0402469410183	FBgn0263743		protein_coding	14462617
FBgn0051380	49.0591944414601	-5.08679478806247	0.744431564861916	47.0010107277983	7.09501059799849e-12	9.87919061886824e-10	0.152169458990508	3.49189571258547	FBgn0051380		protein_coding	318701
FBgn0036606	61.1891868267958	-5.3155942660834	0.759684437732161	46.6569716700442	8.45655904481833e-12	1.13825284743255e-09	0.279884942307352	12.8132608039364	FBgn0036606		protein_coding	39802
FBti0019147	38.7566564101845	5.32087179242238	0.82852385710917	46.6664036521522	8.41595432674694e-12	1.13825284743255e-09	2.80555855072847	0	FBti0019147		transposable_element	NA
FBgn0034317	31.2220448539604	-8.42756693920323	1.37342107891907	46.4129501695877	9.57803872153272e-12	1.26806951991964e-09	0	4.30900406167922	FBgn0034317		protein_coding	37086
FBti0063624	643.318510365473	-2.03845091406	0.293987435215744	44.9032564419626	2.07013323669313e-11	2.69651548702156e-09	3.81271957353967	15.4995887179285	FBti0063624		transposable_element	NA
FBti0018967	1737.32438689526	4.16733302895499	0.550218113990314	44.599519115795	2.41751030167746e-11	3.09901796767416e-09	15.5014533203364	1.87994925163185	FBti0018967		transposable_element	NA
FBti0019129	400.21992619572	-2.30511599154403	0.33477721212064	43.7012283042482	3.82531616994785e-11	4.610933341567e-09	0.948308128096085	5.55722255898757	FBti0019129		transposable_element	NA
FBti0019307	400.21992619572	-2.30511599154403	0.33477721212064	43.7012283042482	3.82531616994785e-11	4.610933341567e-09	0.948308128096085	5.55722255898757	FBti0019307		transposable_element	NA
FBti0019387	400.21992619572	-2.30511599154403	0.33477721212064	43.7012283042482	3.82531616994785e-11	4.610933341567e-09	0.948308128096085	5.55722255898757	FBti0019387		transposable_element	NA
FBti0019467	400.21992619572	-2.30511599154403	0.33477721212064	43.7012283042482	3.82531616994785e-11	4.610933341567e-09	0.948308128096085	5.55722255898757	FBti0019467		transposable_element	NA
FBgn0040099	384.767441591626	3.89479066819618	0.531849034420213	43.6075048032458	4.01297158091878e-11	4.7659938952206e-09	20.7720546061063	2.58311051325895	FBgn0040099	lectin-28C	protein_coding	53542
FBti0019522	485.246625819665	-3.01096319896944	0.426746942735295	43.2852930671836	4.73126320064436e-11	5.5376350157107e-09	1.11048839015874	7.84748825212406	FBti0019522		transposable_element	NA
FBgn0265185	3003.95581730201	2.14027030683409	0.312861356342134	43.1155545731484	5.16003887654326e-11	5.95321056670905e-09	263.014390260124	50.1680236111263	FBgn0265185		protein_coding	19836034
FBgn0033593	532.280158904567	-3.55692026600824	0.49615864299358	42.6489049454076	6.55010874870781e-11	7.45051806402314e-09	19.8290110690002	147.078768125271	FBgn0033593	Listericin	protein_coding	36183
FBgn0259715	446.068031313877	2.01211637341791	0.301313622003916	41.8171183148336	1.00222112767348e-10	1.12415803154042e-08	30.7084614801544	6.53911461490374	FBgn0259715		protein_coding	33894
FBgn0010549	87.1479339000536	4.65288617013511	0.669498229086698	41.6541665156774	1.08932995255079e-10	1.20512721873975e-08	2.23040234098673	0.0784152785161409	FBgn0010549	lethal (2) 03659	protein_coding	47905
FBgn0050054	31.066637544027	4.43369140911182	0.719869089465192	41.2090935647989	1.3678469246406e-10	1.49280158964831e-08	3.21543344988771	0.11519246912329	FBgn0050054		protein_coding	246420
FBgn0050360	2680.66821252355	-2.66764558708607	0.398058661544598	39.7581124030124	2.87444183789075e-10	3.09519897104076e-08	20.1806590111958	114.117507787621	FBgn0050360	Maltase A6	protein_coding	246565
FBgn0043470	648.698743566512	3.28490579855646	0.480612379995518	39.6138212783206	3.09485225006349e-10	3.28868773309378e-08	75.8462298596937	7.93314622862432	FBgn0043470	lambdaTry	protein_coding	36214
FBgn0034010	605.404362094681	-2.44250688478111	0.370340469861963	39.4375353498565	3.38722979589999e-10	3.55263218593355e-08	52.0275668685298	245.735405292841	FBgn0034010		protein_coding	36700
FBti0020127	741.44614263912	4.43566259807398	0.620845694665686	39.036464600504	4.15963077857274e-10	4.30681771381454e-08	6.05585407137236	0.635277488109576	FBti0020127		transposable_element	NA
FBgn0033683	633.502291777223	-2.3595415616866	0.362098738928554	38.7209905071624	4.88922857491607e-10	4.99815316088888e-08	38.1602600734011	195.440990955924	FBgn0033683		protein_coding	36297
FBgn0053093	77.4941051746255	4.41096795630504	0.667352623640156	37.9161702813316	7.38505919933189e-10	7.45521726172554e-08	5.86166626536073	0.290497365044896	FBgn0053093		protein_coding	42654
FBgn0051741	255.384247945567	-2.57251534585487	0.401971481550925	37.2269115726727	1.05152600672282e-09	1.04841037411031e-07	1.82691565494557	9.84682686354385	FBgn0051741		protein_coding	35079
FBgn0038412	917.135386837747	-2.45888533092453	0.384584581587348	36.8796407595325	1.25651210677257e-09	1.23751119198723e-07	5.949376774666	37.2088612113479	FBgn0038412	Zinc/iron regulated transporter-related protein 89B	protein_coding	41975
FBgn0036109	814.621769985506	-2.08309563094519	0.334459737686721	36.0181625454846	1.95486860581109e-09	1.902110706088e-07	42.4010871913232	177.015808527136	FBgn0036109	Cuticular protein 67Fa2	protein_coding	39224
FBgn0030693	1244.85902739649	-1.70069276042896	0.277497401746881	35.6727445905166	2.33406795375612e-09	2.24403961839695e-07	24.8348049688739	75.2719946637932	FBgn0030693	suppression of retinal degeneration disease 1 upon overexpression 1	protein_coding	32532
FBgn0033697	63.9728352886098	-3.01829576211452	0.488466220369205	35.6388571528021	2.37502516856145e-09	2.25655332485909e-07	0.438498899786792	3.62087060009837	FBgn0033697	Cytochrome P450 6t3	protein_coding	36318
FBgn0030775	7143.41584419981	1.7127166259646	0.283247688766203	34.6146674831434	4.01866835166128e-09	3.77380995442053e-07	777.109732851476	225.701865761393	FBgn0030775		protein_coding	32649
FBgn0035875	38.088496827231	-4.06317437101337	0.679206986702505	34.4095971200509	4.46516118693157e-09	4.14490135007579e-07	0.272730417320953	3.05249742568115	FBgn0035875	Cuticular protein 66Cb	protein_coding	38940
FBgn0020640	112.41338189778	-3.59669644983956	0.573814958165883	34.0043874436741	5.49879399660052e-09	5.0463932177893e-07	3.08664187800696	52.2991901497681	FBgn0020640	Lcp65Ae	protein_coding	45018
FBgn0028938	58.1548688529027	-3.88322489682837	0.635158766622497	33.9503299629639	5.6537096828621e-09	5.13026510098812e-07	0.1804162860422	2.25693568486615	FBgn0028938		protein_coding	34809
FBgn0037164	316.588481784915	1.75785420981419	0.295503185954412	33.7873344981927	6.14778094648835e-09	5.51660876931555e-07	20.9896452342417	5.49519253099862	FBgn0037164		protein_coding	40469
FBgn0270926	1309.53036472295	-1.79202388676874	0.301303544322262	33.3871787064602	7.55201979675663e-09	6.70221009655017e-07	15.1449461248073	59.662751769743	FBgn0270926	Asparagine synthetase	protein_coding	2768965
FBgn0032161	135.200660280722	-2.52823259549328	0.421845107088101	33.1844028939198	8.38201736101875e-09	7.35795350082472e-07	1.79031596324751	11.88543961623	FBgn0032161		protein_coding	34316
FBgn0034796	433.115428662086	-1.97846449476938	0.333874787217575	32.9534511533428	9.43920363045075e-09	8.19688263650755e-07	8.26092801807508	32.7081709894185	FBgn0034796		protein_coding	37640
FBgn0032436	77.5323628101483	3.2126819456232	0.538053013590033	32.502365010601	1.19047569479237e-08	1.02279592671736e-06	6.86851637566143	0.790542662824491	FBgn0032436		protein_coding	34663
FBgn0261575	428.261553124344	-4.1150612811995	0.641738398549462	32.4719665947267	1.2092433983404e-08	1.02798417736812e-06	0.986585450954882	20.6116185288752	FBgn0261575	target of brain insulin	protein_coding	43072
FBgn0050104	994.518152961537	-1.93662486092193	0.329699582899805	32.3003694534411	1.32088218494395e-08	1.1111921380841e-06	10.3319860684747	39.3726558010495	FBgn0050104	Ecto-5'-nucleotidase 2	protein_coding	246458
FBti0019568	2551.5495191917	3.88961728774263	0.612597780657242	32.0455054658864	1.50603124287397e-08	1.25388745540723e-06	21.6397487048804	2.11892055099573	FBti0019568		transposable_element	NA
FBgn0020270	314.334264943637	1.7390576731953	0.301307764078118	31.8067755469623	1.7029762987983e-08	1.40339148868317e-06	13.669144385796	3.33500827000118	FBgn0020270	meiotic recombination 11	protein_coding	34565
FBgn0034894	363.136633139754	-1.81761980961322	0.318637598905394	30.8853582369364	2.7372916785738e-08	2.23296642385475e-06	4.28800761449356	11.9100214814433	FBgn0034894	salivary glands marred	protein_coding	37751
FBgn0041182	4319.40226222441	-1.72265191644615	0.303637367800393	30.4590217741993	3.40993817189893e-08	2.75386606762557e-06	20.2716862692756	60.7902001063667	FBgn0041182	Thioester-containing protein 2	protein_coding	34044
FBgn0053502	212.826154510317	2.34172074928807	0.408347389230541	30.3634387379292	3.58216600256035e-08	2.86431412244331e-06	25.1260476947011	3.78274782219161	FBgn0053502		protein_coding	2768875
FBgn0062412	4067.04811808136	2.32992742054498	0.407369458241864	29.7034367334538	5.03454863867424e-08	3.98617792215031e-06	315.300269184326	71.2962652995533	FBgn0062412	Copper transporter 1B	protein_coding	40989
FBgn0002869	70.9590893048845	-2.29775646453663	0.412706591105468	29.6127804230177	5.27559453603818e-08	4.13647587116935e-06	12.880095663441	61.6709809936099	FBgn0002869	Metallothionein B	protein_coding	42424
FBgn0004427	58432.3884368385	2.502528452251	0.441519202464824	28.7595551387361	8.19446249334041e-08	6.36331529771319e-06	19841.5471242251	2422.97151235231	FBgn0004427	Lysozyme D	protein_coding	38127
FBgn0033733	150.348049026387	-3.03265552565026	0.531532981149546	28.7064808476334	8.42214084609041e-08	6.41671787481379e-06	1.01544734541249	7.54574381626619	FBgn0033733		protein_coding	36356
FBgn0043471	1161.6455447958	1.78495153005714	0.323800129522258	28.7104519216511	8.40488847223777e-08	6.41671787481379e-06	123.623333324707	37.6746888966993	FBgn0043471	kappaTry	protein_coding	36215
FBgn0037069	711.190045601485	-2.59891477586692	0.459071186940099	28.5954773407316	8.91902575447655e-08	6.73178056010772e-06	22.6650865206805	175.898762234014	FBgn0037069	Cuticular protein 78Cc	protein_coding	40355
FBgn0038511	245.45215796598	-2.01965537370593	0.3670080491093	28.4856606192664	9.43950090144209e-08	7.0586490074117e-06	1.45367842269778	6.12729209354892	FBgn0038511	Curly Su	protein_coding	42100
FBgn0031910	1224.23025418436	-1.92645461769209	0.351446562677313	28.1300532327317	1.13430705893456e-07	8.40427872289498e-06	24.6983894769822	70.1038682754984	FBgn0031910		protein_coding	34019
FBgn0037386	633.09152435454	2.98404365850868	0.531167281645871	27.3309367100107	1.71446342132798e-07	1.25872787187679e-05	21.475425493584	2.59302899459937	FBgn0037386		protein_coding	40727
FBgn0264776	892.690617305228	2.05330221116964	0.379539799312281	27.1902972850828	1.84381684907014e-07	1.34150133991806e-05	112.018823174159	24.9912870917362	FBgn0264776		protein_coding	41893
FBgn0085312	24.0206946123211	5.05944741394144	1.0037212421216	26.8337068682885	2.21735902992405e-07	1.59887424336309e-05	4.89362665126828	0	FBgn0085312		protein_coding	5740817
FBgn0034710	89.8960737417793	-3.03493828694296	0.556287956640027	26.6339424054994	2.45885854693155e-07	1.74219608410606e-05	0.680125718763385	3.8444803713957	FBgn0034710	Alkaline phosphatase 7	protein_coding	37538
FBgn0041194	2018.18088796241	-2.07136723552178	0.386199650990659	26.6336219624486	2.45926638915417e-07	1.74219608410606e-05	24.326628702556	88.3007044691304	FBgn0041194	Phosphoribosylamidotransferase 2	protein_coding	38753
FBgn0036601	360.940283262632	-2.48385197731397	0.459600595529491	26.4145125991614	2.75463026537439e-07	1.93446904549249e-05	17.0457519468843	72.753934768411	FBgn0036601		protein_coding	39797
FBgn0051865	60.7094150121311	3.62346080911499	0.666146755604254	26.1488880568242	3.16079071795695e-07	2.17487700427796e-05	6.09375462762339	0.31463910469824	FBgn0051865	transcriptional Adaptor 1-1	protein_coding	318991
FBgn0053926	1433.39608191255	-1.47091060450809	0.282072943732297	26.1385522834108	3.17775490966814e-07	2.17487700427796e-05	61.5378380697392	165.346310539346	FBgn0053926		protein_coding	39092
FBti0019199	214.968083092696	-2.1941851135987	0.413882439928746	26.1557512683277	3.14957625420142e-07	2.17487700427796e-05	1.31990238406095	4.6295018484255	FBti0019199		transposable_element	NA
FBgn0283461	301.004357282046	-3.6045187981952	0.644119800256976	25.9260354234	3.54752122505214e-07	2.40754465659841e-05	6.19508791744276	149.761338865938	FBgn0283461	Drosomycin	protein_coding	38419
FBgn0043578	142.071568821579	-3.84296660021055	0.68815011953658	25.8710014779884	3.65011623760387e-07	2.4565282279074e-05	0.750106196095595	25.8773594697707	FBgn0043578	Peptidoglycan recognition protein SB1	protein_coding	39870
FBgn0038784	11313.4383785899	1.45782675381035	0.281446487767776	25.767017535588	3.85215411679045e-07	2.57107410307435e-05	1182.42170866767	406.420117548308	FBgn0038784		protein_coding	42410
FBgn0067861	198.624087987377	2.11643882203785	0.405606108158314	25.5210270117498	4.3758787401032e-07	2.89668825451422e-05	7.49695807396457	1.77298510852044	FBgn0067861	Sperm-specific dynein intermediate chain 1	protein_coding	43984
FBgn0260767	159.961904234534	2.25984738478775	0.431231906035063	25.408157355245	4.63952122466862e-07	3.04624174068486e-05	11.8174917668356	2.00545910931813	FBgn0260767		protein_coding	37598
FBgn0036321	4837.60408708416	2.57260791797149	0.484693241882798	25.0982670072243	5.44817988328252e-07	3.54834683366045e-05	113.267480165121	15.9662009363363	FBgn0036321		protein_coding	39463
FBgn0038266	95.8569939884846	2.73387774809562	0.52274951950995	25.0612116626221	5.55388839281711e-07	3.58825621283128e-05	3.66987281205995	0.526700794310674	FBgn0038266		protein_coding	41795
FBgn0036600	384.902115748724	-2.02653383983909	0.392073521579321	24.9139514042832	5.99470256186823e-07	3.84231888013078e-05	13.0570785414512	66.3206718957367	FBgn0036600		protein_coding	39796
FBgn0034554	87.8034184681147	2.15188099208786	0.421529110756505	24.8579226244879	6.17148824124552e-07	3.89382336221085e-05	5.1662141234883	1.11889796814311	FBgn0034554	Carbonic anhydrase 14	protein_coding	37359
FBgn0038299	522.094092669444	-1.68291023725033	0.329279560425113	24.8655251168371	6.14719720856744e-07	3.89382336221085e-05	9.36059627331348	32.4101356612422	FBgn0038299	Serpin 88Eb	protein_coding	41829
FBgn0053127	1503.99484415665	1.52145814847522	0.299262520240325	24.7719560811582	6.45295272117632e-07	4.03984854079224e-05	130.367523952712	52.9116556716026	FBgn0053127		protein_coding	318893
FBgn0011270	127.522119340894	2.85504920925438	0.544509633545207	24.7191359795103	6.63223915750406e-07	4.12015103353868e-05	8.09536469169085	1.00806518648933	FBgn0011270	Phosphoglyceromutase 87	protein_coding	46246
FBgn0043575	28311.4777797649	1.95865275426334	0.380365112673905	24.7016943423631	6.69253124371222e-07	4.12586887971144e-05	4629.17025863568	968.310379350993	FBgn0043575	Peptidoglycan recognition protein SC2	protein_coding	35862
FBgn0028699	261.481262588802	-1.69611664344511	0.334352273109176	24.5811748397604	7.12443425578738e-07	4.35885841285901e-05	3.46898537708103	11.9419741711583	FBgn0028699	Rh50	protein_coding	38589
FBgn0031418	1564.40920201889	1.52005049923102	0.300514885475846	24.5163982897565	7.36800897829158e-07	4.47398800817164e-05	115.530356187907	37.5621374927909	FBgn0031418		protein_coding	33421
FBgn0038530	82.969431831248	-2.24849605863791	0.441280469235981	24.464733945067	7.56825128464925e-07	4.52749610183906e-05	2.21935537392621	11.478272509227	FBgn0038530	Attacin-D	protein_coding	42122
FBti0060500	10.9106595155997	-6.91700341812861	1.45791818154354	24.4717477120647	7.54075023425923e-07	4.52749610183906e-05	0	7.60746602236251	FBti0060500		transposable_element	NA
FBgn0032934	179.137630861097	-1.67920109397706	0.332813521723401	24.4445897173483	7.64779749737806e-07	4.5414421021195e-05	1.58169421272904	5.45628494226083	FBgn0032934		protein_coding	35395
FBgn0010042	176.184013236647	2.92945428971833	0.5578735291639	24.3521410354162	8.02375151226095e-07	4.7299136651839e-05	24.7510313797964	3.41604176189653	FBgn0010042	Glutathione S transferase D6	protein_coding	48339
FBgn0030876	1627.44933837169	-1.95590984830961	0.384058787689662	24.211203873038	8.6328616468983e-07	5.05210077248918e-05	53.044641878879	195.03270438973	FBgn0030876	Sulfiredoxin	protein_coding	32768
FBgn0051742	75.759103597314	3.21339841022427	0.619124326629886	24.1945590399924	8.70779383321739e-07	5.0592908630981e-05	6.82956592181653	0.352291571193742	FBgn0051742	Proteasome beta5 subunit-related 2	protein_coding	318924
FBgn0033521	39.3247051496312	-3.32136368849355	0.649978060631589	24.1640039511754	8.84704929899405e-07	5.103483581334e-05	0.600152517689641	5.64172776328217	FBgn0033521		protein_coding	36101
