baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	expressionh1M8	expressionko	ensembl	description	gene_biotype	entrezgene_id
FBgn0052750	310.972222838741	1.01543484642152	0.336068434573685	8.96329314298787	0.00275457923748507	0.0286802771367936	13.8649558954342	5.40393593493318	FBgn0052750		protein_coding	326238
FBgn0085345	234.483473100815	-1.16384737177811	0.385270551126729	8.91674692017935	0.00282567389096869	0.0292427368988316	8.45869530844117	23.4422596697743	FBgn0085345		protein_coding	5740757
FBgn0038484	1688.78731380754	1.05645933697717	0.353219831550423	8.75687182599188	0.00308437637412807	0.0312723837421112	138.42029798174	55.9476178501579	FBgn0038484		protein_coding	42072
FBgn0004240	37.8722439969477	-2.25840061213873	0.742182472685951	8.68363863991681	0.0032107931808145	0.0324441653123306	3.14180852383273	8.829839967064	FBgn0004240	Diptericin A	protein_coding	37183
FBgn0260226	25753.8774074402	-1.09379656572922	0.371298885175111	8.47817369453951	0.00359432763081048	0.0353803715498313	7862.26710795674	13425.1834906906	FBgn0260226		protein_coding	50032
FBgn0033129	157.380762471965	-1.02124329509746	0.352241531322486	8.26765813948465	0.00403575294090914	0.0384680754796183	6.65500744928646	11.9416449938262	FBgn0033129	Tetraspanin 42Eh	protein_coding	35617
FBgn0004783	44.3981765415144	-1.69609417110579	0.581491031872771	8.21182686030522	0.00416182290282646	0.0395459760156228	1.55583066387972	6.31366528078809	FBgn0004783	Ccp84Aa	protein_coding	40825
FBgn0085736	67.5261553291498	-1.96183969223928	0.667042683723511	8.16862787422368	0.00426211373758539	0.0402210343416756	6.37551369098969	18.0774968526454	FBgn0085736		protein_coding	8673970
FBgn0033153	964.478412486098	-1.22439157003874	0.424333374835681	8.09270394166504	0.00444438059636843	0.0413701786219023	19.0855198442341	46.021793840498	FBgn0033153	Growth arrest and DNA damage-inducible 45	protein_coding	35646
FBgn0036321	2211.59927506141	1.16857380042953	0.405926151584116	8.07421552969512	0.00448995406212452	0.041644510387924	39.3831360431744	15.9662009363363	FBgn0036321		protein_coding	39463
FBgn0262004	62.064866993094	-1.52663065488884	0.532821543296162	7.94362677382694	0.00482570228930936	0.0441400352257122	4.62814052025927	11.7161643111047	FBgn0262004		protein_coding	10178916
FBgn0259230	363.298450403094	-1.11494488701544	0.391944543191311	7.91254267363631	0.00490932190808062	0.0447257505216228	18.7054520106866	30.2844132477293	FBgn0259230	lectin-22C	protein_coding	7354375
FBgn0038482	261.529845080553	1.21638262969644	0.427081269917785	7.9074196337906	0.00492324448564595	0.0447336179988865	20.1932943249703	10.9565189936442	FBgn0038482		protein_coding	42070
FBgn0035977	164.407219880567	-1.1696214611387	0.413217418148802	7.83090956191923	0.00513602481416394	0.0459359086185863	5.16630262420771	8.84358027665974	FBgn0035977	Peptidoglycan recognition protein LF	protein_coding	39064
FBgn0036620	32.2410670733839	-1.86786560323436	0.656210223374822	7.7973418568079	0.00523231506868692	0.0466752480931954	0.706316909026606	2.55845677906501	FBgn0036620		protein_coding	39817
FBgn0035636	57.047481605155	-1.14523032736692	0.408064484822468	7.76239724112413	0.00533451113690916	0.0474017325537803	1.40081350539375	2.57772200918641	FBgn0035636	Cellular retinaldehyde binding protein	protein_coding	38651
FBgn0033659	121.780238631092	-1.01189939818902	0.36117357036333	7.74673077977231	0.00538098636793611	0.0477092918139141	5.40431437644461	8.65119653748096	FBgn0033659	Death associated molecule related to Mch2 caspase	protein_coding	36266
FBgn0052071	144.74223227577	2.07290171092061	0.719286460044117	7.72515561661366	0.00544566659748506	0.0480744720664463	40.0765652442642	13.287957030456	FBgn0052071		protein_coding	39246
FBgn0052405	386.875263153014	-1.63934435058957	0.576800024158339	7.69218784655099	0.00554603557623347	0.0486503069561786	17.8997644493159	66.4446768372241	FBgn0052405	Cuticular protein 65Av	protein_coding	318014
