baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	expressionh2F14	expressionwt	ensembl	description	gene_biotype	entrezgene_id
FBgn0262524	87.0912276791549	1.47028145506118	0.41735730281565	12.033966153735	0.000522398009665135	0.0130273972499282	10.8130925087539	4.70958124892517	FBgn0262524	verrocchio	protein_coding	39432
FBgn0034293	63.5547445813037	1.0910047263679	0.315762854735812	11.8641914992103	0.000572236073058211	0.01414432928818	6.40389227151604	3.63027897222202	FBgn0034293		protein_coding	37056
FBgn0050187	164.73088154773	1.17212475834529	0.33718254495354	11.8586901492927	0.000573928974310454	0.0141445721410706	8.21344513025547	3.81807152967869	FBgn0050187		protein_coding	246509
FBgn0036992	69.9982453080546	2.17592550518776	0.615135714924974	11.7039050873932	0.000623690695721381	0.0153260134702997	3.77107087193681	1.1575511014197	FBgn0036992	4-hydroxyphenylpyruvate dioxygenase	protein_coding	40263
FBgn0039736	191.883812752701	-1.97359349788639	0.561050202601708	11.620971954383	0.000652123143060552	0.0159779676218101	1.776316900318	9.58795413703683	FBgn0039736		protein_coding	43561
FBgn0028532	374.452560872801	1.36822777308642	0.395035478804506	11.6057717046431	0.000657474589969857	0.0160156998669759	31.2929925208505	18.2247397433466	FBgn0028532		protein_coding	34802
FBgn0035888	738.554254890963	1.39321483559824	0.402645982869459	11.5591674933675	0.000674160314482502	0.0163746915691068	20.0350185388634	8.36569605505812	FBgn0035888		protein_coding	38954
FBgn0031520	86.7655490383024	1.23682016480108	0.36142631781811	11.5028282305078	0.000694903745100783	0.0167815260742155	3.32727758167026	1.50608127410827	FBgn0031520		protein_coding	33545
FBti0018951	861.233437345642	1.47389880398305	0.425878991160435	11.5065890334075	0.000693499195224188	0.0167815260742155	11.3784720891652	4.21886839784503	FBti0018951		transposable_element	NA
FBgn0052364	45.7262378075495	-1.91437367543294	0.553598256076978	11.3986634646591	0.000734969647897996	0.0176476712026707	1.21700137771045	5.61701143276724	FBgn0052364	tumorous testis	protein_coding	317996
FBgn0000592	57.7632514712796	1.8531285765942	0.538352064686332	11.3626355983788	0.000749364111214252	0.0179420398593862	3.26504405628692	0.748294640783703	FBgn0000592	Esterase 6	protein_coding	39392
FBgn0004592	26921.4256905261	1.39789061568848	0.407738307226664	11.3213324393438	0.00076621712366473	0.0182934338274954	1413.98741905553	669.597832032664	FBgn0004592	Ecdysone-induced gene 71Ee	protein_coding	39706
FBgn0038034	134.144125583302	-1.03852645722035	0.306586150862374	11.2945658958922	0.000777342747223308	0.0185064828545742	2.38945209538232	5.56798882866148	FBgn0038034	Cytochrome P450 9f3	protein_coding	3772405
FBgn0050272	339.16763465268	1.94768309997068	0.561093191235009	11.2747045755046	0.000785703572669842	0.0186526915952468	14.9057475531141	4.21689769413647	FBgn0050272	Major Facilitator Superfamily Transporter 1	protein_coding	246519
FBgn0031906	75.941733318315	-1.04131896120164	0.309547764686713	11.2030158146425	0.000816645008351563	0.0193326328174268	1.88261467163441	5.10461580162444	FBgn0031906		protein_coding	34015
FBgn0053282	45.1542195399672	1.72934398680892	0.5111134540855	11.0844270460452	0.000870557165955694	0.0204362078846136	2.16611982106286	0.989091573191562	FBgn0053282		protein_coding	2768939
FBgn0039310	102.059745244411	1.50171152723423	0.445126200352871	11.0415365489415	0.000890929890032733	0.0206833557895997	5.74275407188112	2.44588461550891	FBgn0039310		protein_coding	43050
FBgn0013308	75.8823963201227	1.21012360551386	0.362678085010075	10.94411801006	0.000939012349112489	0.0216204377587435	4.36911538135292	2.37757556706522	FBgn0013308	Ornithine decarboxylase 2	protein_coding	35767
FBgn0050413	16.4935235543902	2.17922791201428	0.656855118087041	10.9369051855298	0.000942674995518425	0.0216454662905378	4.89356341165457	1.01160500793601	FBgn0050413		protein_coding	246601
FBgn0262580	84.2635424401297	2.38893642262443	0.691499495408072	10.9281497590292	0.000947140384798495	0.0216887405826882	3.29207740512677	1.39832140765103	FBgn0262580		protein_coding	12798252
FBgn0010019	2642.24608677885	1.0006350537646	0.30272044520647	10.7190959832807	0.00106035466120812	0.0240194624603585	86.2251402241161	40.7571359495896	FBgn0010019	Cytochrome P450 4g1	protein_coding	30986
FBgn0039452	58.1930645795624	-1.16499015652289	0.355442031984984	10.6967196185115	0.00107325667196068	0.0242463684708536	9.87125762120352	27.2977258337221	FBgn0039452		protein_coding	3772449
FBgn0260764	17.1630893523623	-2.04460568167064	0.623807938810399	10.6623916662272	0.00109335925197882	0.0246342926370779	0.966567340062857	6.17714596316879	FBgn0260764		protein_coding	37008
FBgn0040262	47.3923064682744	2.81631789328362	0.819988951714466	10.6226349632374	0.00111711751065417	0.0251022875923466	2.43560189557255	0.50923919801837	FBgn0040262	UDP-glycosyltransferase family 37 member C2	protein_coding	53513
FBgn0003374	33701.0013997405	1.50045775583091	0.45238386048482	10.5385049242831	0.00116912956206174	0.0260619757017689	3252.82228397935	1348.76055255422	FBgn0003374	Salivary gland secretion 4	protein_coding	31304
FBgn0043576	1786.66763744065	-2.19991346551987	0.651091763795477	10.4681430885524	0.00121450734648427	0.0267892906557843	104.159184765858	581.178012291129	FBgn0043576	Peptidoglycan recognition protein SC1a	protein_coding	35859
FBgn0086917	183.553252403453	2.42185836788652	0.712564656244844	10.4696342956045	0.00121352738853438	0.0267892906557843	4.58417179131881	2.27854342795688	FBgn0086917	spookier	protein_coding	5740359
FBgn0032132	93.869876378742	1.23108138500856	0.377110740216732	10.4409323833817	0.00123253036391921	0.0270448699174336	4.10523648832124	1.56662532680638	FBgn0032132		protein_coding	34279
FBgn0030029	293.324634965466	1.02043489655048	0.313118095955394	10.4289736737335	0.0012405366050744	0.0271496604923055	23.7876225382374	16.1516347740523	FBgn0030029		protein_coding	31765
FBgn0052187	55.8035778335294	1.05431570589004	0.328357938007258	10.2685612238744	0.00135316287071967	0.0293849632184188	3.23044203886671	1.7673043546559	FBgn0052187		protein_coding	39980
FBgn0262531	1126.25607501034	1.42752588615327	0.437308279744596	10.254931024979	0.00136319730275988	0.0295265725061703	112.497604135364	49.7770902860829	FBgn0262531		protein_coding	12797926
FBgn0085227	70.9601806363073	1.29382955251548	0.402019883772718	10.1714778628926	0.00142629903267175	0.0307349155655727	17.4770264481361	9.08722153898768	FBgn0085227		protein_coding	5740481
FBgn0031378	58.9112741938036	2.3731347680285	0.719651284004462	10.0275002234572	0.00154220194135455	0.0327289523109688	6.66625072125413	1.27847833872949	FBgn0031378		protein_coding	33371
FBgn0263260	768.806559190475	1.14243494692932	0.356860529160076	9.99731742647396	0.00156768422686928	0.0331859401577064	50.618234081585	35.6322287989213	FBgn0263260	seele	protein_coding	36046
FBgn0085452	82.8994280988309	1.00928945033568	0.318314574374965	9.94406151091636	0.00161369117324481	0.0340740216581644	22.4113301389752	11.9779749142881	FBgn0085452		protein_coding	5740313
FBgn0039628	34.6908908219397	1.79794473496191	0.564586942245462	9.85120428667776	0.00169720617587567	0.0355693783093745	3.15735633345908	0.703850230308945	FBgn0039628		protein_coding	43430
FBgn0003357	79385.1540430037	1.59349211832133	0.496013636945684	9.8353526814592	0.00171189456149287	0.0356991610292459	10942.5895512547	3300.18334193616	FBgn0003357	Jonah 99Ciii	protein_coding	43543
FBgn0288447	67.8716756620418	-2.40573455629471	0.73842751391368	9.83642278239111	0.00171089894484551	0.0356991610292459	1.07517879810029	5.12332295648322	FBgn0288447	Baramicin A2	protein_coding	36486
FBgn0038482	108.593815086213	1.34422265775691	0.423633805858727	9.81923693644017	0.00172695976343935	0.0359241828018422	10.2922400302709	4.29223301051165	FBgn0038482		protein_coding	42070
FBgn0262366	222.190725941104	1.59586645877426	0.498315886015129	9.80265153235277	0.00174260430295737	0.036160114968034	8.73048838975536	4.43158956329033	FBgn0262366		protein_coding	12798207
FBgn0032813	93.178611227727	1.02919465612177	0.326854943235936	9.77916657761464	0.00176500298579553	0.0365346923463686	7.57073569262631	4.25923892766348	FBgn0032813	Proliferating cell nuclear antigen 2	protein_coding	35257
FBgn0034745	209.216216255315	-1.05931841895426	0.337218092048663	9.69228833637781	0.00185042951596317	0.0380220284893752	1.76445293440967	3.37380983163286	FBgn0034745	testes of unusual size	protein_coding	37582
FBgn0050016	75.1363006139742	1.58900172312535	0.501457836979679	9.67438232204351	0.0018685507911023	0.0383007337766432	23.9142384611427	9.56788292923063	FBgn0050016		protein_coding	246393
FBgn0040069	2141.52585646035	1.8771420036549	0.585019429652334	9.64698347117857	0.00189662787969714	0.0386875259732398	71.9907491063848	26.0730012060701	FBgn0040069	vanin-like	protein_coding	31551
FBgn0052107	123.715557642102	1.51145797435169	0.478838006623634	9.61600717708485	0.00192888647204391	0.0392431075435146	2.14569809590201	0.86186979333405	FBgn0052107		protein_coding	317856
FBgn0033945	257.567012731788	1.68794016082047	0.532885833275532	9.53375451590945	0.00201727021242325	0.0407527376567428	26.7232417713361	16.2043871551786	FBgn0033945		protein_coding	36620
FBgn0036145	31.2146958215308	1.87826545883668	0.599958557693044	9.46282549294553	0.0020967784580386	0.0421562826826709	5.13534175198067	1.89781154763044	FBgn0036145		protein_coding	39263
FBti0019898	1711.95434905279	1.17318011065956	0.377448914529399	9.41087284875518	0.00215702521359452	0.0431610473691628	17.166293932015	8.28959096698767	FBti0019898		transposable_element	NA
FBgn0034776	30.2281112958548	-1.55114494575681	0.502138504210423	9.3373496491622	0.00224530017274296	0.0445035439899336	0.971609248508282	2.59063083759288	FBgn0034776		protein_coding	37615
FBgn0002933	266.064062691311	1.41281952385022	0.454535629757431	9.32639201276051	0.00225876662719112	0.0446651170233275	45.4553834601654	31.4817466169771	FBgn0002933	new glue 1	protein_coding	31300
FBgn0036948	9253.67438578736	1.06369628098914	0.344774164373975	9.31133994953902	0.00227739864155469	0.0449278361117972	499.70102182089	276.309916462105	FBgn0036948		protein_coding	40210
FBgn0034828	63.3303678628595	-2.35875316741423	0.746985836389553	9.25212604266826	0.0023522218569775	0.0460794230443797	2.99263056364405	25.2421309970943	FBgn0034828		protein_coding	37675
FBgn0000639	786647.640427698	-1.02810765358464	0.336777421113634	9.12873439201036	0.00251625728851362	0.0489229936246527	6420.95933945643	14719.9423120383	FBgn0000639	Fat body protein 1	protein_coding	39566
FBgn0063492	101.047130983136	-1.3998461210774	0.456827212104516	9.13119459628291	0.0025128758606704	0.0489229936246527	4.11187766643657	14.307732411665	FBgn0063492	Glutathione S transferase E8	protein_coding	37113
FBgn0039319	166.738340524478	1.31163906181402	0.429057912716457	9.08998723033297	0.00257012666765549	0.0496536655516706	8.7444491816257	4.67650644973557	FBgn0039319		protein_coding	43059
FBgn0035608	119.184393213605	2.61571855907168	0.821538984771492	9.0746016394717	0.0025918403072095	0.0499583163802492	3.67107068177383	2.00176759210196	FBgn0035608	blanks	protein_coding	38620
