baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	expressionh2F14	expressionko	ensembl	description	gene_biotype	entrezgene_id
FBgn0053460	156.452462733764	-1.25234313731803	0.317757412624635	15.1643261843258	9.85477333700714e-05	0.00262035024833317	6.74670522976976	12.7891066490083	FBgn0053460		protein_coding	3885588
FBgn0025393	136.855913661596	-1.53222264037806	0.386540035849735	15.1336108753948	0.000100164031943431	0.00265135816046757	18.027759027509	36.1860376422846	FBgn0025393		protein_coding	31109
FBgn0266579	229.422667801068	1.13464795511106	0.289115143472591	15.1291387222012	0.000100401579932114	0.00265135816046757	8.26710843647397	2.86681375831676	FBgn0266579	tau	protein_coding	326116
FBgn0053548	155.828891729119	-1.63101079496511	0.413176537771108	15.0514169640983	0.000104621684125937	0.00275337135254301	3.0350550395204	7.85896240035478	FBgn0053548	SET and MYND domain containing, arthropod-specific, member 8	protein_coding	31200
FBgn0038658	642.014687524807	-1.76870333385172	0.444538452928383	14.9731977113839	0.000109049103079926	0.00286012800629017	30.2872881527737	122.976122911852	FBgn0038658		protein_coding	42264
FBgn0017448	215.238044678593	-2.7161652100455	0.664317801250313	14.9112972354706	0.000112686143820926	0.00294550120340054	1.44772122391007	9.24833358882356	FBgn0017448		protein_coding	43743
FBgn0004919	180.69922686157	1.36417514281374	0.349332620308075	14.8321210121366	0.000117516802586558	0.00304084585484881	4.29847104482161	1.47542461101529	FBgn0004919	goliath	protein_coding	38006
FBgn0035600	3166.61144736958	-1.44993384324087	0.369085487854244	14.8322370032258	0.000117509575463252	0.00304084585484881	88.549059303251	203.925522187713	FBgn0035600	Cytochrome c1	protein_coding	38612
FBgn0039595	228.657527632733	1.02677421058366	0.264606766214736	14.8411254971547	0.00011695708361472	0.00304084585484881	9.52200551631829	3.61498209384408	FBgn0039595	Allatostatin A receptor 2	protein_coding	43393
FBgn0034229	4137.00711221598	-1.66570998712458	0.42270600250266	14.7408681343157	0.000123343477707005	0.00315980583587613	76.2273212148627	239.962057016572	FBgn0034229		protein_coding	36973
FBgn0004429	129.603083154729	-1.31700877136727	0.340963874113851	14.6857654342488	0.00012700184496479	0.00324275240570695	10.3033180502959	19.0598230941145	FBgn0004429	Lysozyme P	protein_coding	38129
FBgn0035293	190.455416185176	-1.08242245818639	0.280280574616694	14.621078857583	0.000131436157417206	0.00332296462243958	2.63904556458025	3.99828238382731	FBgn0035293		protein_coding	38255
FBgn0288748	190.455416185176	-1.08242245818639	0.280280574616694	14.621078857583	0.000131436157417206	0.00332296462243958	2.63904556458025	3.99828238382731	FBgn0288748		protein_coding	NA
FBgn0036597	728.785921769076	-2.48928525624292	0.618621876057385	14.5561954155647	0.000136040590930429	0.00342813397602791	14.2619720465803	94.556283331424	FBgn0036597		protein_coding	39793
FBgn0034755	85.1991624014616	-1.20467628113476	0.314477284949311	14.5048030893877	0.000139802636168771	0.00350578235443052	8.47285840921444	16.3789633079916	FBgn0034755		protein_coding	37593
FBgn0035770	7725.40535412958	-1.06249357031383	0.27610126979372	14.4895324533056	0.000140940543363177	0.00350578235443052	129.15564621886	197.388311498732	FBgn0035770	pastrel	protein_coding	38818
FBgn0050414	461.258725180973	1.50818031999325	0.388994362369758	14.4312520252923	0.000145369752583787	0.00358129764272709	49.8577217971985	13.3598505657774	FBgn0050414		protein_coding	37705
FBgn0259716	2512.91785781983	1.13899270054328	0.296135847491796	14.4329027893725	0.000145242389115991	0.00358129764272709	79.8269195653301	35.5569155238068	FBgn0259716	Neprilysin-like 6	protein_coding	33893
FBgn0035926	1352.3294547143	-2.61507587082283	0.649496373908093	14.4101997777027	0.000147003919611849	0.00361002300677378	175.628518815048	1168.47197458685	FBgn0035926	Acyl-CoA binding protein 5	protein_coding	39005
FBgn0002534	129487.16540028	-1.5875727934994	0.410736400580032	14.2418211047494	0.000160757915979015	0.0039227983864373	10109.6263734361	30502.0258378436	FBgn0002534	Larval cuticle protein 3	protein_coding	35819
FBgn0004654	4062.71715361572	-1.10394704916262	0.289267956973519	14.2278334485744	0.000161957212206279	0.00393853667727409	90.5568324481125	162.213541156256	FBgn0004654	Phosphogluconate dehydrogenase	protein_coding	31185
FBgn0028422	371.508740610098	-1.11508152967946	0.292704174882571	14.2131062836884	0.000163229652986044	0.00393853667727409	4.55338555514781	6.81243458069423	FBgn0028422	Glutamate receptor IID	protein_coding	44483
FBgn0033271	43.8728058013902	-1.88772615976923	0.492533468438797	14.2047430577406	0.000163956720711319	0.00393853667727409	0.57937511099772	2.26211939241826	FBgn0033271		protein_coding	35792
FBgn0063495	56.9392991922596	2.01137845808951	0.522298950525809	14.2059292274877	0.000163853401374747	0.00393853667727409	8.1442982492957	2.04274368141402	FBgn0063495	Glutathione S transferase E5	protein_coding	37110
FBgn0052404	665.734679225765	-1.52646369129743	0.396691939161474	14.1821109490054	0.000165940670229786	0.00397381524267664	84.7112957125719	211.385177785581	FBgn0052404	Cuticular protein 65Aw	protein_coding	38706
FBgn0033683	758.843531788113	-1.27191296999013	0.336023646308929	13.9019783324621	0.000192595641600841	0.00455646005907218	100.637864458291	195.440990955924	FBgn0033683		protein_coding	36297
FBgn0002564	334615.291929806	-1.47037071838885	0.386900349162319	13.8580843046316	0.000197146778297624	0.00464892601667577	4846.06135800772	8846.7676096509	FBgn0002564	Larval serum protein 1 gamma	protein_coding	38015
FBgn0037140	183.000713531806	1.4479794960788	0.383745161561623	13.8126432029603	0.000201972512505054	0.00474820135343437	7.361222197717	1.84859447458754	FBgn0037140	SLC22A family member	protein_coding	40437
FBgn0015037	507.098307591818	-1.39492420338495	0.369133787940273	13.7893009200215	0.000204497495233466	0.00479294889284272	9.78748064651674	20.9017261604971	FBgn0015037	Cytochrome P450 4p1	protein_coding	45524
FBgn0032280	9424.26274738067	-1.98478766916697	0.516002364234769	13.7596228133663	0.000207753815954027	0.00483984796018581	838.523556212294	3646.07411728194	FBgn0032280		protein_coding	34466
FBgn0051999	989.580281043928	1.13087205812316	0.301146629229949	13.7648752694875	0.0002071737284251	0.00483984796018581	26.1527384558026	9.56476997329822	FBgn0051999		protein_coding	43777
FBgn0035006	1814.6501252696	-1.97071428584124	0.513686441405308	13.7159861493314	0.000212636814641483	0.00493868216174841	27.2316005051508	87.6909526775322	FBgn0035006		protein_coding	37901
FBgn0040717	5448.26713225883	-1.32928928331853	0.353044660212399	13.7071046253763	0.000213644744983499	0.00494719107678006	1196.06505043501	2302.66610095831	FBgn0040717	Neuropeptide-like precursor 4	protein_coding	50190
FBgn0032538	16230.6061283069	-2.11746022735592	0.549320968194578	13.6915019807892	0.000215427100791084	0.00497352806646721	222.576584622636	933.405618015262	FBgn0032538		protein_coding	34811
FBgn0004171	139.344799047233	2.07132279068401	0.54195243274903	13.6717901100273	0.000217700308321517	0.00499749334431264	16.8937226409431	2.52177316693506	FBgn0004171	Male-specific RNA 98Cb	protein_coding	43367
FBgn0033048	85.8972402474156	-2.51791534967276	0.650868147388533	13.6712636643442	0.000217761349201017	0.00499749334431264	0.658838531341675	3.61273035351173	FBgn0033048		protein_coding	35521
FBgn0261041	125.885208699455	1.41213157029538	0.377493893062673	13.6628923048872	0.000218734321133595	0.00500492685537434	2.20519966056932	0.595733378773547	FBgn0261041	straightjacket	protein_coding	36526
FBgn0037873	966.682576279363	-1.1064023506375	0.296679272123038	13.5871895759877	0.000227734327053439	0.00518011621212115	79.7283092639052	124.812650410788	FBgn0037873	Succinate dehydrogenase, subunit C	protein_coding	41340
FBgn0034468	1458.56751706069	-1.34557218735761	0.359297762949061	13.5477776377253	0.000232566636665839	0.00527447451567732	125.590902960784	280.514818150171	FBgn0034468	Odorant-binding protein 56a	protein_coding	37264
FBgn0015568	1193.25216919564	1.0527684813963	0.283590177090854	13.5007584948358	0.000238467044578245	0.00537666485597324	50.980921031253	16.9742257843671	FBgn0015568	alpha-Esterase-1	protein_coding	40909
FBgn0023537	4174.08715078814	-1.40573718034894	0.375797616792715	13.477455196615	0.000241447045431896	0.00541220397478299	65.0251983148613	173.856395429383	FBgn0023537		protein_coding	30995
FBgn0015316	40.3523093057094	-1.60067771618465	0.433530175529398	13.353461487041	0.000257946070198876	0.00576528158638706	1.4995930612921	3.54318052645244	FBgn0015316	Trypsin 29F	protein_coding	34226
FBti0019193	171.666740274449	2.57344117227036	0.670613737926271	13.2470700282001	0.000273006259501106	0.00604928525003744	2.60116335826658	0.405191880595648	FBti0019193		transposable_element	NA
FBgn0033234	367.939301426358	1.55055459152278	0.417850028014811	13.2205608660147	0.000276894747236459	0.00611786646401243	20.9621130312636	4.00862511840525	FBgn0033234	Major Facilitator Superfamily Transporter 12	protein_coding	35745
FBgn0052054	124.458614128904	1.022373137593	0.280248362315307	13.1626383128905	0.000285586499071992	0.00629187855526895	5.74209389491093	2.38658111833191	FBgn0052054		protein_coding	326185
FBgn0051548	876.781759275036	-1.04034825394995	0.284172902788568	13.1414162296727	0.000288839451232609	0.00634541597850328	38.5817894831561	72.3982924729917	FBgn0051548		protein_coding	318794
FBgn0050288	179.648924807798	1.5930986721503	0.430740772491781	13.1112765921986	0.000293523604098123	0.0064300014522745	18.7617037048813	5.89279714117756	FBgn0050288		protein_coding	246531
FBgn0032779	790.627614583574	-1.54118606543994	0.416657010885465	13.1054772809209	0.000294433652137217	0.00643166541538266	12.2303007744657	26.7845958849125	FBgn0032779	Alkaline phosphatase 12	protein_coding	35218
FBgn0284248	1327.05568357801	-1.65976483612847	0.447351556287035	13.0808250685394	0.000298334018834917	0.00649845655151425	64.7504437843461	176.001682513768	FBgn0284248	Cytochrome c proximal	protein_coding	34996
FBgn0058198	62.6296898003664	-3.61073827699692	0.918752002859979	13.0752385166413	0.000299225114546217	0.00649950664300247	0.890514770562393	6.49926998419673	FBgn0058198		protein_coding	3354922
FBgn0031066	5128.13141888528	-1.08236760075513	0.296128203539572	13.0610096099702	0.000301506869276963	0.00653067266571534	443.933698628608	837.690956893993	FBgn0031066	Cytochrome c oxidase subunit 6B	protein_coding	32989
FBgn0031860	288.438399084431	-1.56266691573415	0.424031425391711	13.0392845064924	0.000305024605647303	0.0065516566410762	7.97199261985433	17.4029171425584	FBgn0031860	D-amino acid oxidase 2	protein_coding	33955
FBgn0032809	57.2090187828138	3.8622559630165	0.983064132209646	13.0418489827148	0.000304607220053523	0.0065516566410762	8.15060399184685	0.126134604513473	FBgn0032809		protein_coding	35251
FBgn0086355	13360.8937335308	-1.4404241874608	0.390956062506464	13.0471074890776	0.000303753163162402	0.0065516566410762	405.761632682891	981.278215057049	FBgn0086355	Triose phosphate isomerase	protein_coding	43582
FBgn0036948	7769.3250969042	1.21727433902357	0.33286853403866	12.9962989323087	0.000312107265331948	0.00668516423048515	499.70102182089	181.101925042019	FBgn0036948		protein_coding	40210
FBgn0032132	74.574968547545	1.78836364471228	0.488365495837654	12.9116012342625	0.000326551817657228	0.0069559145468367	4.10523648832124	0.700078370862276	FBgn0032132		protein_coding	34279
FBgn0034736	285.856468269401	1.06108259997667	0.29285905180606	12.8905905042702	0.000330238221207533	0.00701506039595396	12.6347232184338	4.44336747754332	FBgn0034736	gasoline	protein_coding	37572
FBgn0033968	2068.55379620058	-1.44936538854211	0.396425217947066	12.8511065848687	0.000337279730532021	0.00714495604981432	123.647027749379	266.695246326398	FBgn0033968	hase und igel	protein_coding	36648
FBgn0038349	1455.29276854842	-1.45396501037266	0.398211612651634	12.8186939261316	0.000343173197788927	0.00724988637849429	11.5197936691942	23.0579548435612	FBgn0038349	Aldehyde oxidase 3	protein_coding	41896
FBgn0085693	12.8789850507574	6.06674184120563	1.66781377617492	12.7716364334762	0.000351914836461462	0.00741424946435609	2.4488841443697	0	FBgn0085693		protein_coding	5740411
FBgn0037758	2960.27536924133	-1.2320175161227	0.339997157732676	12.759436870118	0.000354217521516015	0.00744242863326973	38.2833029925845	65.8533216045186	FBgn0037758		protein_coding	41207
FBgn0033879	3966.95219285414	-1.19678521217566	0.330883165031899	12.7279783591111	0.000360225725149197	0.00754809936583005	138.625063173897	303.321416096374	FBgn0033879	Enoyl-CoA hydratase, short chain 1	protein_coding	36536
FBgn0035413	41.9676283285975	-2.2036320018753	0.600943601274091	12.6683835725209	0.000371890906987486	0.0077598264440614	2.3110818817426	8.66546566741597	FBgn0035413		protein_coding	38387
FBgn0036551	1107.01430292476	-1.27047680648531	0.351642325151087	12.6661127605216	0.000372342858812439	0.0077598264440614	34.8709237540215	91.0227924330608	FBgn0036551		protein_coding	39740
FBgn0261584	99.0704107054214	-1.57748771747273	0.437553730949965	12.6447994903176	0.000376611860171317	0.0078065969187662	1.51925481412159	4.77552325876458	FBgn0261584		protein_coding	10178792
FBgn0030048	91.0034911252171	2.63906476926943	0.705530714988416	12.6328812538549	0.000379020544515903	0.00783546224869203	6.04609830085913	1.24035636113767	FBgn0030048		protein_coding	31794
FBgn0032422	639.08685804882	-1.50335437562483	0.415074659197245	12.5762815637718	0.000390673253338244	0.00805476325265027	38.9627519718678	86.4471137848955	FBgn0032422	atilla	protein_coding	34647
FBgn0023197	196.181390804836	1.41511134986664	0.392490365099525	12.5691612521295	0.000392164546159011	0.00806394884115237	21.5755207241773	7.51940858369972	FBgn0023197	Jonah 74E	protein_coding	39959
FBgn0035545	171.250445961871	-3.54114622376413	0.91172447111962	12.5590252012175	0.000394297373219923	0.00808624214068837	1.53383127337336	13.2480433680622	FBgn0035545		protein_coding	38547
FBgn0034011	500.141788596286	-1.42402919084336	0.396252056984713	12.4781905946209	0.000411730811921001	0.00837692952697319	16.4888621045528	36.513555797007	FBgn0034011		protein_coding	36701
FBgn0052823	579.236841522769	3.04684781636444	0.799309964204378	12.4803826341663	0.000411247952244384	0.00837692952697319	42.5419285933537	3.40719357901793	FBgn0052823	Sperm-specific dynein intermediate chain 3	protein_coding	318231
FBgn0037678	2233.27477908463	-1.48722396416022	0.413199680920192	12.4270974579409	0.000423149034024336	0.0085865847404254	85.7482397775846	223.376310589535	FBgn0037678		protein_coding	41111
FBgn0020638	274.932239403682	-3.43215322810051	0.889832693039376	12.4173713113175	0.000425358552312681	0.00860876587108421	4.82532625467194	53.0062435176289	FBgn0020638	Lcp65Ag1	protein_coding	38703
FBgn0038972	412.178476814826	-1.04587298670867	0.293975176713242	12.4116015638354	0.000426674780517902	0.00861279903815064	19.7089624594657	37.3537289797151	FBgn0038972		protein_coding	42643
FBgn0004783	39.9588587595851	-2.83392409410226	0.773346619319104	12.3763619612432	0.000434803522367504	0.0087539685665165	1.08544041562329	6.31366528078809	FBgn0004783	Ccp84Aa	protein_coding	40825
FBgn0260004	79.7233344040351	1.28093600621064	0.360998578365857	12.3489012142162	0.000441246099691618	0.00886054342375538	3.29558008816107	1.09869355687304	FBgn0260004	Sensory neuron membrane protein 1	protein_coding	42514
FBgn0031939	1354.79440455448	1.35039589934642	0.378050879625167	12.3294058765277	0.000445878296763256	0.00893030531517265	45.6861355639984	12.908584708622	FBgn0031939		protein_coding	34051
FBgn0030837	2429.19841616899	-1.00996240540194	0.28519953510498	12.294648507392	0.000454258912054286	0.00905948258554003	195.655755916268	336.308411696773	FBgn0030837		protein_coding	32720
FBgn0031490	80.6580755389882	1.97871689396115	0.548678777285822	12.2929286542227	0.000454677702062507	0.00905948258554003	2.85618966677629	0.65190274621071	FBgn0031490		protein_coding	33511
FBgn0023129	1590.88499490048	-1.04877770390992	0.296319384019503	12.2653590604412	0.000461444422688825	0.0091706132560658	38.1972675815911	67.5376004237547	FBgn0023129	astray	protein_coding	39085
FBgn0032282	4492.20021690199	-2.05862058113782	0.565805401050665	12.2511482755768	0.000464971938316428	0.0092169630240565	143.332859192796	605.383142489388	FBgn0032282		protein_coding	34468
FBgn0033296	262.555483335608	-1.89506496758053	0.526665299079138	12.1905587345944	0.000480319945628586	0.00949601307084805	4.08169341114626	11.3118473394217	FBgn0033296	Maltase A7	protein_coding	35829
FBgn0042118	1771.61028856686	-6.5005069907182	1.47253919408743	12.1189212083472	0.000499127705382358	0.00981830034745757	2.53426277104081	861.039562625902	FBgn0042118	Cuticular protein 65Ax2	protein_coding	59157
FBgn0030605	607.700846433737	-1.04145625550887	0.296523023823475	12.0788920852285	0.000509958927900355	0.0100058353512459	56.3535616487942	102.673670918784	FBgn0030605	NADH dehydrogenase (ubiquinone) B18 subunit	protein_coding	32434
FBgn0262007	755.66089508195	1.13915876183784	0.323968083879236	12.0651328570258	0.000513736485689579	0.0100543706628232	33.7434520348366	11.6601531070008	FBgn0262007		protein_coding	39179
FBgn0033308	116.868484227126	-3.04847103023838	0.820763635993128	12.0178618466811	0.000526931162996278	0.0102605207016775	0.858589889710703	18.333029594384	FBgn0033308		protein_coding	35841
FBgn0033475	116.753790536985	1.76820651511356	0.497695831068934	12.0130219103428	0.00052830128712514	0.0102612877204583	7.49989709478564	2.4291847758709	FBgn0033475		protein_coding	36044
FBgn0030511	135.410262349865	-1.39729042197061	0.399322613249294	11.8832896108214	0.000566398145829932	0.0109461055200366	2.08288496381858	5.63600553181108	FBgn0030511		protein_coding	32327
FBgn0002772	17093.8957859683	-1.28715532002016	0.37023502668118	11.7067530286352	0.000622736869161411	0.011974872813226	668.183109345028	1348.0917436575	FBgn0002772	Myosin alkali light chain 1	protein_coding	43323
FBgn0035931	214.644303747078	-2.116749925629	0.596651270155561	11.7006538452542	0.000624781398718027	0.0119843019042654	5.37369791440399	18.6843822584055	FBgn0035931		protein_coding	39010
FBgn0031737	3501.8586498989	-1.36299801094828	0.392337739672818	11.6480765116837	0.00064268954862371	0.0122972186338398	103.410360976572	286.668450499491	FBgn0031737	obstructor-E	protein_coding	33806
FBgn0033538	403.909364632438	-1.06579854172275	0.309580084491811	11.6420869816736	0.000644762238671527	0.0123063406494954	4.79837819765202	6.31606662562897	FBgn0033538		protein_coding	36121
FBgn0032613	110.124186575905	-1.44477128699196	0.417002871479455	11.6308231078621	0.000648678431539489	0.0123505170014839	1.23221405798696	3.58674757489318	FBgn0032613	Neprilysin-like 9	protein_coding	35020
FBgn0038017	353.156468228716	-1.06010001664928	0.308632469500227	11.5941603528173	0.000661592383832708	0.0125653666791478	14.571375740857	25.4592995829723	FBgn0038017		protein_coding	41499
FBgn0032447	118.57880608682	-1.07990817727862	0.316376990242446	11.4509361166379	0.000714579923436951	0.0134485711374793	2.70880176704892	4.83033141354202	FBgn0032447	Protein interacting with C kinase 1	protein_coding	34677
FBgn0032453	1414.5593226713	-1.03579607307025	0.302879317272227	11.450996298811	0.000714556780890377	0.0134485711374793	54.5732133733177	99.6331958076945	FBgn0032453		protein_coding	34683
FBgn0037069	675.487941858118	-3.47347357112732	0.934935052484792	11.4117732346749	0.000729801409107043	0.0135929919459527	4.53345073862719	175.898762234014	FBgn0037069	Cuticular protein 78Cc	protein_coding	40355
FBgn0051821	234.102661600202	-1.35880176258917	0.39677144452701	11.3970856931587	0.000735594137529313	0.0136678708300928	6.47932687362418	13.1711052858646	FBgn0051821		protein_coding	34938
FBgn0035742	936.005281457559	-1.61021306762245	0.466451106397625	11.3657349889079	0.000748114670124637	0.013867096685892	219.671491585212	651.102528356822	FBgn0035742	Acyl-CoA binding protein 4	protein_coding	38781
FBgn0052091	554.090039440218	1.19840970292665	0.351029222871718	11.3542808740203	0.000752742619671598	0.0139194204803062	12.7588176945061	5.18327798954974	FBgn0052091		protein_coding	39307
FBgn0037518	254.435566758356	1.34415676056702	0.39407766470141	11.2755002825412	0.00078536687071642	0.0143847124467799	16.2275363840598	4.88984418623275	FBgn0037518		protein_coding	40921
FBgn0262559	9046.33465738152	-1.23325285678154	0.361895480755124	11.2776468136147	0.000784459297107078	0.0143847124467799	270.520546501892	504.998305839592	FBgn0262559	Malate dehydrogenase 2	protein_coding	42185
FBgn0036199	352.742372982322	1.01904536703532	0.30163058101297	11.2208253745489	0.000808845138626633	0.0147796323790284	17.6608215082678	6.78242509060645	FBgn0036199	Bmcp	protein_coding	39322
FBgn0037819	999.569802957242	-1.23905971645959	0.364579279745444	11.216062473589	0.000810923692490949	0.0147825829616967	32.5691536270938	57.0153887122541	FBgn0037819	Phytanoyl-CoA dioxygenase domain containing 1	protein_coding	41275
FBgn0038034	137.541825039526	-1.34710781857183	0.397399071602807	11.1474236872124	0.000841484574552415	0.0153035083829568	2.38945209538232	4.48327397760648	FBgn0038034	Cytochrome P450 9f3	protein_coding	3772405
FBgn0033775	452.560096580302	1.37065750081622	0.404210350449929	11.1120141415204	0.000857702951741353	0.0155617587314766	28.1817698560529	8.62314721251282	FBgn0033775	Cytochrome P450 9h1	protein_coding	36412
FBgn0039476	52.7728765986265	3.1573455537693	0.890362459407122	11.0305165627711	0.000896241701983457	0.0161848238032657	5.99151694282318	0.52315774980558	FBgn0039476		protein_coding	43252
FBgn0053178	213.41204941354	-1.24933457491291	0.371518254803621	11.0031080148497	0.00090959233399502	0.0163493391315515	15.7436175917569	36.3592182666347	FBgn0053178		protein_coding	318913
FBgn0051086	1978.50284893496	-1.42439262833674	0.422787791744476	10.9254430812161	0.000948525151296309	0.0169700172659996	167.29845600354	429.209666418498	FBgn0051086		protein_coding	43179
FBgn0030981	70.6083835539759	-1.85421902198453	0.54981668367396	10.9093769223965	0.000956787019490565	0.0170782053409531	3.17800920600216	6.02217757940656	FBgn0030981		protein_coding	32893
FBgn0030105	1548.00287873221	1.35568987075911	0.405083276140768	10.8149788749253	0.00100682173320476	0.01788355257699	478.652676857582	175.404234040291	FBgn0030105		protein_coding	31862
FBgn0020645	195.593975662142	-2.12643251003381	0.624839006691112	10.7663497409244	0.00103362159067945	0.0182804038663515	15.7305386175675	62.8836851195454	FBgn0020645	Lcp65Aa	protein_coding	38709
FBgn0014391	1062.49107397527	-1.00579030605393	0.304451299467196	10.6986751683321	0.00107212281480908	0.0188747466324037	216.367645206158	378.596467303067	FBgn0014391	stunted	protein_coding	44046
FBgn0023507	5923.57719096069	-1.50841893008771	0.451279325868447	10.700763441574	0.00107091334036821	0.0188747466324037	97.0593086439586	210.086272898162	FBgn0023507	D-2-hydroxyglutaric acid dehydrogenase	protein_coding	31184
FBgn0039591	119.956246512755	-1.58473867234763	0.47580544908751	10.6852589747936	0.00107992615269264	0.0189688167731502	1.17949453646223	3.06558062161506	FBgn0039591		protein_coding	43388
FBgn0034999	5389.5896984484	1.2323659639377	0.372533086050331	10.6279795082558	0.00111389351785213	0.0194767186307433	211.779123703567	59.614877383071	FBgn0034999	Fatty acid transport protein 3	protein_coding	37887
FBgn0002789	17012.1473097743	-1.08629955522909	0.329498255144966	10.6221204587627	0.00111742837315834	0.0194943216864796	871.039832137705	1685.85788089161	FBgn0002789	Muscle protein 20	protein_coding	36468
FBgn0037890	1044.32959312705	-1.02834090868791	0.314327805706027	10.4964644256729	0.00119603183248775	0.0207716249106149	64.4534451108717	123.31533816857	FBgn0037890		protein_coding	41359
FBgn0085227	56.5276698137637	1.80131101707852	0.544977013156244	10.474942377372	0.00121004563110447	0.0209677794639249	17.4770264481361	2.41632239353266	FBgn0085227		protein_coding	5740481
FBgn0033702	80.0522196118739	1.35039857459449	0.412979253106974	10.4636478273326	0.00121746628943509	0.0210490640310178	3.82739480093642	1.38913802069953	FBgn0033702		protein_coding	36324
FBgn0261538	175.486897027073	-1.17305530861873	0.358746860859987	10.4177806816451	0.0012480778862132	0.0214819834388169	20.1776921049682	41.1670695983261	FBgn0261538		protein_coding	10178847
FBgn0039452	67.2857306936738	-1.72588977872599	0.525479203305115	10.3659634475308	0.00128359894254719	0.0219951809910698	9.87125762120352	31.9504158000026	FBgn0039452		protein_coding	3772449
FBgn0035777	109.238980540235	-1.65809033815627	0.504906503812298	10.3588359844141	0.0012885642785996	0.0220313063243493	1.47719648487755	4.62735564533055	FBgn0035777		protein_coding	38826
FBgn0032850	254.990994814373	-1.15509851723546	0.354916764188211	10.3481631536762	0.00129603586575024	0.0221100277893808	4.48268039685358	10.195785191425	FBgn0032850	Kua	protein_coding	35300
FBgn0031426	74.0106789557865	-1.08411589334205	0.336214354774479	10.3348296226687	0.00130543173842871	0.0222211570309576	1.73071414313132	2.61046810755032	FBgn0031426		protein_coding	33429
FBgn0001091	33862.4818804079	-1.16246380592376	0.357024120464172	10.326851982909	0.0013110863584591	0.0222682531058989	998.223124971133	1874.03435233046	FBgn0001091	Glyceraldehyde 3 phosphate dehydrogenase 1	protein_coding	35728
FBgn0004592	24155.7053838857	1.32187485026123	0.404903915669963	10.3050481627776	0.00132666790541914	0.0224340706550153	1413.98741905553	469.813286483588	FBgn0004592	Ecdysone-induced gene 71Ee	protein_coding	39706
FBgn0035044	252.941984955406	-1.02917779727923	0.317776142680372	10.2748526918649	0.00134855640185602	0.0226870364610751	14.8225833976963	27.6811028116956	FBgn0035044		protein_coding	37944
FBgn0039671	1086.49664181661	-1.06458946045586	0.328773848920545	10.2722585281916	0.00135045386274588	0.0226870364610751	90.2290836261402	133.959966414041	FBgn0039671		protein_coding	43480
FBgn0017566	4052.01040558603	-1.08864627963172	0.336013957525052	10.2609128081605	0.00135878432443151	0.0227773607080247	60.157645184885	102.050693372273	FBgn0017566	NADH dehydrogenase (ubiquinone) 75 kDa subunit	protein_coding	31762
FBgn0034245	291.560317775192	-1.04523684162495	0.323642519891143	10.2114854932849	0.00139568708412723	0.0232443695587582	98.510945956412	212.893641990148	FBgn0034245	Ubiquinol-cytochrome c reductase 6.4 kDa subunit	protein_coding	36991
FBgn0063667	58.5185496970853	-2.3911649820578	0.718012948340713	10.1861946269303	0.00141496020061973	0.0235145648857301	1.25382086294049	5.63666513909987	FBgn0063667	meep	protein_coding	261663
FBgn0050082	26.9583094644469	-2.89173367862913	0.868873433310363	10.153741691438	0.00144008656011251	0.0237286489630001	0.198517692856908	3.12238376402383	FBgn0050082		protein_coding	246443
FBgn0051955	60.0636910688307	2.25292684027366	0.686307373410295	10.1536586440124	0.00144015143492206	0.0237286489630001	9.49963381558876	2.17085504196381	FBgn0051955		protein_coding	319045
FBgn0032076	3506.73791428039	-1.33264633326529	0.412142777726262	10.1067862164498	0.00147724344445137	0.0241455626008674	79.5959985403545	174.174886679755	FBgn0032076	Argininosuccinate lyase	protein_coding	3771738
FBgn0085300	30.3378969210581	-1.71925702087914	0.532019601094235	10.1058672742147	0.00147798022923219	0.0241455626008674	3.49509432511845	12.1618601014793	FBgn0085300	Cuticular protein 65Ay	protein_coding	5740348
FBgn0034162	2316.73867462564	-1.43833603237313	0.444269337773794	10.0766675818711	0.00150158660626405	0.0244277095377682	132.773152696626	293.348725741494	FBgn0034162		protein_coding	36891
FBgn0031957	72.2273827388768	1.7592714391758	0.543442996903584	10.0478151934185	0.00152528730454827	0.0246572125898777	5.37970784065758	0.976906940557842	FBgn0031957	TweedleE	protein_coding	34075
FBgn0034624	111.885283005623	-2.22859729944969	0.676349854956405	10.0512574233485	0.00152243990826291	0.0246572125898777	1.54181149754639	10.3945760093587	FBgn0034624		protein_coding	37441
FBgn0262816	67.2703654007185	1.94722390083605	0.598888581531419	10.0060938474853	0.00156023093506354	0.0251167865141439	4.14713485973866	0.864595790249805	FBgn0262816		protein_coding	12798317
FBgn0030994	32.7026294303865	1.52700376601941	0.480632559887906	9.96904592307442	0.00159193963433472	0.0255206788364969	4.87447612832459	1.24169033666327	FBgn0030994	Heterochromatin Protein 1D3 chromoshadow domain	protein_coding	32906
FBgn0022700	731.79260448709	-1.10529873767336	0.346769447932634	9.93019646740976	0.00162589178948635	0.0260108954123013	15.4068131439731	36.9653143623018	FBgn0022700	Chitinase 4	protein_coding	49815
FBgn0037151	117.462764379066	-1.4153447949254	0.441789822692923	9.91685118002145	0.00163772330048944	0.0260381121032455	6.78221517904305	12.7354076854541	FBgn0037151		protein_coding	40450
