	h1M8_1	h1M8_2	h1M8_3	h2F14_1	h2F14_2	h2F14_3	h2M8_1	h2M8_2	h2M8_3	KO_1	KO_2	KO_3	WT_1	WT_2	WT_3
FBgn0000283	19.5745874502781	14.2058283372138	18.3773009120944	21.2613171403149	24.9928279542118	15.4214126743595	13.7621772247354	5.64302870357193	12.5414475961794	15.7750151611725	18.9339169516285	8.64203655716141	23.4853372286294	26.079491037951	22.5154669598841
FBgn0000286	16.2066348714088	10.3922193380141	15.5469083426697	17.1756916047726	19.7099740837737	8.9594565743744	12.1322439860108	8.35116816189942	12.2866445112974	12.3480835229578	13.3437925229078	11.3764820559674	16.2088658636737	17.7152666911752	18.7302335786754
FBgn0000287	4.05260954439507	2.28248756895467	2.93951422708382	4.47652095583917	5.22664009439782	2.40939080692652	3.4253908137637	0.901840244165013	2.70431758813801	2.02413060082308	2.67856091899656	1.57758595824353	5.02692710349225	5.70261597895409	5.55510619096011
FBgn0000289	30.8841114710442	21.0720306256658	29.5274895956286	30.0252642216496	35.8649079780021	15.7333626826681	24.2628761039322	10.7469459349812	24.8165619992892	16.804155717562	23.5588983627158	16.0754561878186	29.1336687420214	34.3688522815118	37.8337414035951
FBgn0000299	176.020431744414	236.192370799374	186.348466525503	232.117994788643	193.820442574811	57.7892814050273	175.216512911954	88.5867377317738	245.225503387202	162.266882470077	138.627216073417	73.1784732658863	82.7416801424437	136.747202438623	140.083070665905
FBgn0000303	1.06766763109063	1.07627379320131	0.894347707009401	1.66049474531425	1.68739269057522	0.60846007119747	1.02665271677241	0.580069196026578	1.16958059558275	0.776735649414706	0.975150169494139	1.06499354208473	1.3860870228037	1.95258293680043	1.91728978992282
FBgn0000307	8.28829327777258	4.38933030645787	6.8121852247237	7.73829444512078	10.7917235886437	5.54470743120648	4.01237647939864	2.51463251661648	4.65273942018346	5.34941186036491	6.93774237872425	2.38088377920815	9.15421298413165	10.9774506440516	9.00118447279974
FBgn0000308	965.127116990327	599.074291016135	852.197169621109	796.906786876696	940.178958318834	996.201538046479	603.426055643049	789.02894582889	530.449673825745	601.554875171029	770.138165985765	745.985693605068	896.709678346666	888.061686163459	1051.11369305003
FBgn0000316	11.9665125413522	8.57911931935907	11.2934539718429	11.5321078176761	16.0422265129608	17.54960211534	7.94790915308497	14.8789214618907	6.63986986786775	11.096360771254	12.6912522443106	7.6140880267831	14.3448953236564	17.5077393215248	13.0368351211801
FBgn0000317	6.94011158544393	5.20851450323802	7.18017573558475	7.29592559345193	7.75828647549649	2.51413678556763	5.74563912607572	2.09166919971947	7.10245023292719	8.37483457132518	8.59201662118874	3.1146016843522	7.76426310553387	9.60927981330518	7.95564550575411
FBgn0000318	206.964840070061	208.905224451954	186.767805428737	137.861297856072	161.454280784585	264.719962883551	189.220770775264	271.018194858466	153.724434740602	160.378240132591	205.329666096006	140.69747852332	206.100595891418	223.589031212941	176.864600565528
FBgn0000319	139.94500662566	92.9734163385302	158.880961964255	144.875955605599	170.021151653005	71.29315828575	91.7525312521181	40.5910970641798	94.9011776141424	97.1975102690703	112.644761872567	71.7021333346144	133.677592362656	168.134337742889	196.965701710573
FBgn0000320	7.11971722152183	4.4323900566442	5.71193535692018	5.16278601455105	6.35108887202781	3.11350036566507	8.38499071464881	3.29302353714313	4.30567199883935	3.16080106844114	4.95191078172003	3.85449957546062	8.28119622385378	7.99664560865123	10.3440242502102
FBgn0000326	12.1439468527322	14.7319227087348	14.7458721539056	17.5789108760313	16.1390199074168	15.0878717732248	14.3723703231072	11.9108676708359	14.9442856766709	15.4308210191917	12.2740487519594	11.6593775552438	10.6522960371549	13.2910822293028	10.9597516556796
FBgn0000330	17.7970452889141	15.4478239618876	19.3107251296679	13.1344790222578	17.4978412806945	13.9911047498884	14.1803775593817	13.9740599562491	12.0557163831658	12.4517126673703	16.9457230698152	12.5255105428329	16.8034300442695	18.7607847507891	21.4457168514356
