baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	expressionh2F14	expressionwt	ensembl	description	gene_biotype	entrezgene_id
FBgn0051262	60.4587405425924	4.90245565818381	0.686006084689653	52.3006637625887	4.76213474531238e-13	4.0759776959878e-11	3.48469323952624	0.084543667197019	FBgn0051262		protein_coding	318649
FBti0060280	133.644181596681	3.78749436438899	0.515249155357043	52.1912531062976	5.03499099089647e-13	4.26367322207828e-11	2.93658201909364	0.283255021480329	FBti0060280		transposable_element	NA
FBgn0010294	180.48751165392	2.66967053074889	0.370601080057649	52.0465840460965	5.4199434272671e-13	4.53929858471693e-11	51.0731007647062	9.65764683564266	FBgn0010294	new glue 2	protein_coding	31298
FBti0019250	869.149227556089	-3.64108427483864	0.435331566497282	52.0065582808431	5.53155732057214e-13	4.53929858471693e-11	0.971438925670374	13.5062094308465	FBti0019250		transposable_element	NA
RR51475_transposable_element	869.149227556089	-3.64108427483864	0.435331566497282	52.0065582808431	5.53155732057214e-13	4.53929858471693e-11	0.971438925670374	13.5062094308465	RR51475_transposable_element		transposable_element	NA
FBgn0038795	252.379010775785	2.12576499919107	0.298691379894326	51.4868294376395	7.20790318875672e-13	5.85458259005138e-11	20.9271166130055	4.66302310053503	FBgn0038795		protein_coding	42421
FBgn0033792	376.086781033545	2.85815666528093	0.397192359206212	51.0188266583822	9.14842953976304e-13	7.35570698348624e-11	16.5108895339241	2.64053356261207	FBgn0033792		protein_coding	36437
FBgn0043575	4301.83405215815	-1.98323441246572	0.259024682935591	50.5592606663379	1.15620332486557e-12	9.20337846592995e-11	132.57325896477	499.955652797599	FBgn0043575	Peptidoglycan recognition protein SC2	protein_coding	35862
FBgn0037850	138.255358487692	2.55711543975036	0.363187616643787	50.1254426351458	1.44224809583075e-12	1.13666285572404e-10	13.3575324725869	2.23767667831082	FBgn0037850		protein_coding	41314
FBgn0037222	379.50521596791	-1.99500813015801	0.267811759575302	49.288171475161	2.20991016773826e-12	1.72459656227417e-10	5.44057528397086	22.897742300724	FBgn0037222		protein_coding	40532
FBgn0033926	41961.7077579365	1.49914294681786	0.21715490853485	48.8719644566726	2.73228448381399e-12	2.11155189234557e-10	1366.41092211851	495.735128641414	FBgn0033926	Activity-regulated cytoskeleton associated protein 1	protein_coding	36595
